"Time (s)";"X (m/s^2)";"Y (m/s^2)";"Z (m/s^2)"
8.883037500E-1;3.544055879E-1;4.536386847E-2;1.956402344E-1
8.982837500E-1;3.988233769E-1;4.114709044E-1;3.630658990E-1
9.082927500E-1;4.452619636E-1;7.845589310E-1;4.010698771E-1
9.183027500E-1;5.058858955E-1;9.075451720E-1;3.787978327E-1
9.283127500E-1;5.324822482E-1;5.921282333E-1;4.086034298E-1
9.383227500E-1;5.605061987E-1;-5.071640968E-2;4.763229579E-1
9.483017500E-1;5.386025289E-1;-5.831966114E-1;5.597761738E-1
9.583117500E-1;5.243946719E-1;-6.452612972E-1;5.720974267E-1
9.683217500E-1;5.449245384E-1;-2.033989048E-1;6.251246560E-1
9.783307500E-1;4.547081405E-1;4.114463460E-1;5.745637822E-1
9.883107500E-1;4.299352419E-1;6.504150331E-1;3.319522798E-1
9.983197500E-1;5.569613242E-1;3.415645176E-1;9.802272320E-2
1.008329750E0;5.200879052E-1;-3.614245856E-1;4.164854765E-2
1.018339750E0;3.247423705E-1;-1.101921238E0;1.134400767E-1
1.028349750E0;3.749053413E-1;-1.019942690E0;2.856318069E-1
1.038328750E0;3.787224036E-1;-1.139207178E-1;3.676735049E-1
1.048338750E0;2.413321316E-1;4.782180405E-1;2.933349288E-1
1.058347750E0;8.745446563E-2;6.517370886E-1;3.814156312E-1
1.068357750E0;8.660194159E-2;5.718500894E-1;5.818324560E-1
1.078367750E0;-8.286206245E-2;1.311413527E-1;6.530790246E-1
1.088346750E0;-5.224510574E-1;4.079251528E-1;6.447350478E-1
1.098356750E0;-3.504745048E-1;7.329940903E-1;7.834204781E-1
1.108366750E0;2.989032322E-1;6.050856632E-1;7.372052550E-1
1.118375750E0;5.972854775E-1;2.235571808E-1;7.498697394E-1
1.128355750E0;9.582475483E-1;4.946487164E-1;1.013632960E0
1.138364750E0;6.481170774E-1;6.642355120E-1;6.975207871E-1
1.148385750E0;-2.953019321E-2;5.153057599E-1;2.281302881E-1
1.158395750E0;-1.345251364E-1;6.797931987E-1;3.846824706E-2
1.168405750E0;-2.772960162E-1;6.580871648E-1;-1.545033181E-1
1.178384750E0;-5.064296865E-1;2.472869360E-1;-2.867521334E-1
1.188394750E0;-2.224438709E-1;-7.009642124E-3;-2.232981491E-1
1.198404750E0;6.256555831E-1;5.579237759E-1;3.922850204E-1
1.208413750E0;8.247146845E-1;3.120898730E-1;9.315275270E-1
1.218393750E0;2.730287182E-1;-2.770796692E-1;7.650877029E-1
1.228402750E0;9.768826246E-2;-5.503048539E-2;5.679266077E-1
1.238412750E0;4.439089179E-2;4.126292378E-2;1.766549098E-1
1.248422750E0;7.912452221E-2;1.025280029E-1;-1.585998774E-1
1.258432750E0;1.988129336E-1;4.542877257E-2;-2.932483900E-1
1.268411750E0;3.241713899E-1;3.514030427E-2;-2.177690220E-1
1.278421750E0;2.091040331E-1;-1.855409235E-1;-1.123519099E-1
1.288430750E0;1.105837119E-1;-4.684099209E-1;2.558741570E-2
1.298440750E0;2.574938357E-1;-5.886658046E-1;3.557574642E-1
1.308450750E0;4.792722934E-1;-7.312779325E-1;6.312139463E-1
1.318429750E0;6.821221447E-1;-8.402051282E-1;6.996170139E-1
1.328439750E0;8.535449660E-1;-8.306016612E-1;7.066453671E-1
1.338449750E0;9.090876675E-1;-8.978189135E-1;7.861955667E-1
1.348458750E0;8.528725362E-1;-1.047478398E0;9.765195125E-1
1.358438750E0;5.706818157E-1;-1.221264079E0;9.893734467E-1
1.368447750E0;2.603706658E-1;-1.529721662E0;8.906987590E-1
1.378457750E0;2.500643635E-1;-1.529673130E0;8.610972297E-1
1.388467750E0;2.782894582E-1;-1.430419568E0;8.137844843E-1
1.398477750E0;3.126237237E-1;-1.373235553E0;6.093593931E-1
1.408456750E0;4.004880792E-1;-1.229478832E0;5.165073627E-1
1.418466750E0;3.681091225E-1;-1.203960999E0;5.477975678E-1
1.428476750E0;3.331158757E-1;-1.254601979E0;5.681376922E-1
1.438485750E0;5.701526427E-1;-8.262981105E-1;5.497809434E-1
1.448465750E0;5.031511527E-1;-9.171802139E-1;3.136423087E-1
1.458474750E0;3.528139758E-1;-1.187279477E0;1.830219430E-1
1.468484750E0;2.786806369E-1;-1.219810461E0;3.169050550E-1
1.478494750E0;1.310600764E-1;-1.326636168E0;5.053485364E-1
1.488504750E0;-2.579768157E-1;-1.251174926E0;4.617774242E-1
1.498483750E0;-4.965209949E-1;-6.923980415E-1;8.108100057E-2
1.508493750E0;-5.944747210E-1;-2.538358176E-1;-3.459499294E-1
1.518502750E0;-5.879889894E-1;1.424416816E-1;-4.106815302E-1
1.528512750E0;-6.729233050E-1;2.282337838E-1;-1.829605472E-1
1.538522750E0;-9.247991359E-1;1.440420645E-1;8.667678595E-2
1.548501750E0;-1.102107180E0;-6.032981694E-2;2.172205532E-1
1.558511750E0;-1.173158451E0;-2.901096046E-2;4.629240632E-2
1.568521750E0;-1.244479280E0;-2.025744474E-1;-3.323422891E-1
1.578531750E0;-1.008059394E0;-1.432924515E-1;-5.919352752E-1
1.588510750E0;-5.094901192E-1;3.125634974E-1;-1.098515235E0
1.598520750E0;-3.510223889E-1;4.432212853E-1;-7.261639577E-1
1.608529750E0;-3.405389160E-1;4.257585758E-1;-3.094978023E-1
1.618539750E0;-5.406160176E-1;4.152715945E-1;-7.403621668E-1
1.628549750E0;-4.122140855E-1;3.640704507E-1;-1.426657469E0
1.638528750E0;-9.508157372E-2;3.661789566E-1;-1.538009505E0
1.648538750E0;3.042066568E-1;2.489112926E-1;-1.256291240E0
1.658548750E0;8.824670488E-1;9.074703276E-2;-8.468212527E-1
1.668557750E0;1.023970837E0;6.937721372E-3;-3.563176274E-1
1.678537750E0;6.564370805E-1;-2.344341713E-1;6.669743478E-2
1.688546750E0;3.941561294E-1;-4.772918415E-1;5.090714586E-1
1.698556750E0;2.063862473E-1;-4.941212976E-1;7.892361188E-1
1.708566750E0;2.327109969E-1;-2.474260998E-1;6.109814107E-1
1.718576750E0;2.209475684E-1;-2.273906153E-1;-2.905189097E-2
1.728555750E0;1.857736427E-1;-4.153528708E-1;-6.918425560E-1
1.738565750E0;2.362468082E-1;-4.366256261E-1;-1.088407738E0
1.748574750E0;1.529766101E-1;-6.266221279E-1;-1.464912878E0
1.758584750E0;3.497009182E-1;-5.492055774E-1;-1.386722741E0
1.768594750E0;8.907110381E-1;-5.261850893E-2;-8.115204424E-1
1.778573750E0;1.238824437E0;3.294964492E-1;-1.966126263E-1
1.788583750E0;1.054410857E0;5.830375671E-2;-2.805084765E-2
1.798593750E0;4.323127198E-1;-1.077755865E0;-2.283536518E-1
1.808603750E0;1.575842160E-1;-1.476968082E0;-5.127329850E-1
1.818582750E0;7.862955540E-1;-1.275591145E0;-3.666262686E-2
1.828592750E0;1.058936017E0;-1.816502447E0;2.701390243E-1
1.838601750E0;1.254470417E0;-1.635738114E0;1.124936464E0
1.848611750E0;1.178136186E0;-8.224500579E-1;2.296086981E0
1.858621750E0;1.572608650E-1;-6.961309040E-1;1.696757902E0
1.868600750E0;-3.790551102E-1;-9.452170283E-1;8.679466581E-1
1.878610750E0;-9.250382870E-1;-4.343604147E-1;5.653216732E-1
1.888620750E0;-5.950804925E-1;-1.631916958E-1;1.787499672E-1
1.898629750E0;-3.084587520E-1;8.934370100E-2;-2.870205206E-1
1.908609750E0;-1.494347761E0;1.892211025E0;3.225990736E-1
1.918618750E0;-1.146202787E0;2.690311523E0;-1.616165729E0
1.928628750E0;-1.169742508E0;3.514830911E0;-1.142578098E0
1.938638750E0;-1.232359171E0;3.267718222E0;-4.526855886E-2
1.948648750E0;-7.597404242E-1;2.825326071E0;8.120829445E-1
1.958627750E0;3.781534696E-1;1.933031607E0;6.175431561E-1
1.968637750E0;1.555045368E0;1.517696278E0;3.635605735E-1
1.978646750E0;1.815364578E0;1.063042517E0;1.324365109E-1
1.988656750E0;1.216192789E0;4.671323043E-1;2.969917774E-2
1.998666750E0;7.501778877E-1;2.551806772E-1;2.088941181E-1
2.008645750E0;7.481196678E-1;4.109148341E-1;9.743273914E-2
2.018655750E0;8.448408008E-1;8.337930715E-1;-2.267368966E-1
2.028665750E0;7.141835976E-1;1.288570209E0;-3.730862725E-1
2.038675750E0;9.171182334E-2;9.347961205E-1;-2.332933795E-1
2.048654750E0;-5.303974235E-1;-2.050068891E-1;1.946391910E-1
2.058664750E0;-1.133272254E0;-9.998697835E-1;6.829477715E-1
2.068673750E0;-1.195617022E0;-1.138471014E0;8.054101020E-1
2.078683750E0;-6.599904335E-1;-9.280612975E-1;4.864912659E-1
2.088693750E0;-1.187429166E-1;-5.284918159E-1;2.558098376E-2
2.098672750E0;2.026925611E-1;-2.115288734E-1;-4.450988263E-1
2.108682750E0;2.421928418E-1;-1.760099620E-1;-4.531732464E-1
2.118692750E0;1.562300009E-1;-2.169422257E-1;-9.115867674E-2
2.128701750E0;1.152661622E-1;-1.768829513E-1;1.707919067E-1
2.138681750E0;2.672288650E-1;-9.569787025E-2;3.021934605E-1
2.148723042E0;5.110033786E-1;1.965360278E-1;3.309500670E-1
2.158733042E0;4.844599432E-1;5.872387916E-1;2.070306104E-1
2.168743042E0;2.848430175E-1;4.632865906E-1;4.521242559E-2
2.178753042E0;1.764245296E-1;1.160309780E-1;7.658156812E-2
2.188732042E0;9.378173769E-2;-9.382442236E-3;1.563779354E-1
2.198742042E0;7.585417449E-2;1.518755794E-2;1.927183807E-1
2.208751042E0;2.002156806E-1;1.953198069E-1;1.241784883E-1
2.218761042E0;2.313047415E-1;3.554317743E-1;5.864698827E-2
2.228771042E0;3.086452782E-2;4.177285945E-1;-4.743787587E-2
2.238750042E0;7.114131868E-2;5.025757867E-1;-2.057839841E-1
2.248760042E0;1.707740727E-1;3.981024152E-1;-3.224926543E-1
2.258770042E0;-7.946950793E-3;3.205209732E-2;-1.594371986E-1
2.268780042E0;-2.535481346E-1;-3.542412812E-1;1.085570669E-1
2.278759042E0;-4.049290395E-1;-5.887619913E-1;2.269444728E-1
2.288769042E0;-3.120103508E-1;-5.211354339E-1;1.750855172E-1
