"Time (s)";"Linear Acceleration x (m/s^2)";"Linear Acceleration y (m/s^2)";"Linear Acceleration z (m/s^2)"
1.752989063E0;-5.282099724E0;7.181999683E-1;-3.059700012E0
1.772842188E0;-6.669499874E0;-2.608000040E-1;-7.100999951E-1
1.792693750E0;-2.695600033E0;-5.245399952E0;3.749799967E0
1.812546875E0;2.400499821E0;-5.313999653E0;3.012399912E0
1.832400000E0;5.027499676E0;4.530999959E-1;3.748699903E0
1.852253125E0;2.883599997E0;6.353899956E0;-1.251199961E0
1.872103125E0;1.183699965E0;2.293299913E0;1.471399903E0
1.891956250E0;-2.686699867E0;-2.658599854E0;1.152699947E0
1.911809375E0;-6.274299622E0;-4.283499718E0;2.169499874E0
1.931662500E0;-7.361299992E0;-2.529299974E0;1.998999953E0
1.951521875E0;-4.539599895E0;7.800000161E-2;-1.791099906E0
1.971368750E0;3.212699890E0;1.257499933E0;-7.313399792E0
1.991221875E0;6.220699787E0;-6.831699848E0;-1.938099980E0
2.011073438E0;5.094599724E0;-1.213109970E1;6.673099995E0
2.030926563E0;3.653699875E0;-4.257400036E0;5.950999737E0
2.050779688E0;-6.345999837E-1;8.784999847E-1;7.371500015E0
2.070632813E0;1.677299976E0;2.537999868E0;-1.551000029E-1
2.090482813E0;4.535799980E0;2.834999859E-1;-1.852619934E1
2.110335938E0;4.037899971E0;-1.861699939E0;-5.684099674E0
2.130189063E0;7.893999815E-1;-1.077299953E0;-1.487800002E0
2.150042188E0;-8.970999718E-1;7.204999924E-1;1.507200003E0
2.169893750E0;2.188499928E0;4.725199699E0;9.858599663E0
2.189746875E0;5.816899776E0;3.251999915E-1;8.652299881E0
2.209600000E0;2.095399857E0;-1.341499925E0;2.120399952E0
2.229451563E0;-2.609999895E0;-2.115000010E0;-3.188199997E0
2.249304688E0;-3.006799936E0;-1.704999924E0;-4.322599888E0
2.269157813E0;-1.267799973E0;-9.409999847E-2;-6.064300060E0
2.289009375E0;-4.499000013E-1;1.085699916E0;-1.706399918E0
2.308862500E0;-1.818999946E-1;2.502000034E-1;-7.134000063E-1
2.328715625E0;2.390399933E0;-4.499999881E-1;-1.089399934E0
2.348567188E0;4.288499832E0;1.728399992E0;3.844999969E-1
2.368420313E0;2.028399944E0;1.149399996E0;2.006999969E0
2.388273438E0;5.625000000E-1;1.023699999E0;1.447299957E0
2.408125000E0;1.118000001E-1;1.109799981E0;2.410699844E0
2.427978125E0;1.687299967E0;1.431100011E0;3.263999820E-1
2.447831250E0;2.443599939E0;1.384299994E0;-7.296999693E-1
2.467684375E0;2.388799906E0;1.362399936E0;-1.547500014E0
2.487535938E0;7.511000037E-1;6.232999563E-1;2.035999894E-1
2.507389063E0;-8.812999725E-1;-2.047299862E0;-5.511999726E-1
2.527242188E0;2.802999914E-1;-3.643699884E0;-2.113999873E-1
2.547093750E0;3.384000063E-1;-2.879599810E0;-9.519999474E-2
2.566946875E0;-3.001999855E-1;1.205899954E0;-2.760499954E0
2.586800000E0;-8.819999546E-2;1.396899939E0;-2.226899862E0
2.606651563E0;1.994999945E-1;3.032000065E-1;-1.029600024E0
2.626504688E0;8.927999735E-1;-6.987000108E-1;-1.030699968E0
2.646357813E0;1.006399989E0;2.285999954E-1;-2.536999881E-1
2.666210938E0;-9.083999991E-1;-7.389999926E-2;2.613199949E0
2.686062500E0;-6.109999865E-2;1.947499990E0;2.858700037E0
2.705915625E0;3.137699842E0;1.376699924E0;-2.181799889E0
2.725768750E0;6.092499733E0;3.419499874E0;-7.587499619E0
2.745620313E0;6.759299755E0;1.215299964E0;-2.851300001E0
2.765473438E0;9.661999941E-1;-5.139499664E0;2.988899946E0
2.785325000E0;-1.983899951E0;-2.238899946E0;3.189299822E0
2.805178125E0;-2.466999888E-1;2.618000031E0;7.453999519E-1
2.825031250E0;2.758100033E0;2.112900019E0;-3.076900005E0
2.844884375E0;3.935099840E0;-1.578599930E0;-3.539599895E0
2.864735938E0;4.477200031E0;-3.009899855E0;-2.951099873E0
2.884589063E0;5.285099983E0;-2.113800049E0;-2.125299931E0
2.904443750E0;3.958599806E0;-1.428499937E0;-1.597199917E0
2.924293750E0;2.451599836E0;-3.428599834E0;-3.650999963E-1
2.944146875E0;1.714699984E0;-6.241600037E0;-2.585899830E0
2.963998438E0;4.298500061E0;-1.274099946E0;-7.174999714E0
2.983853125E0;2.839499950E0;-1.540199995E0;-5.607299805E0
3.003704688E0;6.778699875E0;4.127299786E0;-5.682799816E0
