"Time (s)";"X (hPa)"
2.847201137E2;9.923764038E2
2.856794987E2;9.923764038E2
2.866389457E2;9.923726654E2
2.875983927E2;9.923726654E2
2.885578867E2;9.923726654E2
2.895173967E2;9.923759460E2
2.904770347E2;9.923760986E2
2.914365757E2;9.923818970E2
2.923961817E2;9.923818970E2
2.933557897E2;9.923789215E2
2.943154787E2;9.923789215E2
2.952753617E2;9.923811340E2
2.962354447E2;9.923811340E2
2.971955647E2;9.923811340E2
2.981556747E2;9.923820496E2
2.991158887E2;9.923821259E2
3.000760697E2;9.923842621E2
3.010363467E2;9.923883820E2
3.019967757E2;9.923977661E2
3.029571367E2;9.923993683E2
3.039172937E2;9.924008942E2
3.048774807E2;9.924119568E2
3.058377377E2;9.924119568E2
3.067979517E2;9.924138641E2
3.077582627E2;9.924158478E2
3.087186597E2;9.924175262E2
3.096791497E2;9.924253845E2
3.106397187E2;9.924356842E2
3.116002937E2;9.924436951E2
3.125609017E2;9.924529266E2
3.135215437E2;9.924571228E2
3.144822547E2;9.924630737E2
3.154429787E2;9.924639893E2
3.164037387E2;9.924639893E2
3.173645797E2;9.924619293E2
3.183252797E2;9.924591064E2
3.192859127E2;9.924583435E2
3.202467937E2;9.924551392E2
3.212075647E2;9.924481201E2
3.221682647E2;9.924430847E2
3.231290717E2;9.924423218E2
3.240900147E2;9.924388123E2
3.250510497E2;9.924423218E2
3.260121227E2;9.924428558E2
3.269732287E2;9.924491882E2
3.279344537E2;9.924520874E2
3.288956307E2;9.924613190E2
3.298568247E2;9.924627686E2
3.308180717E2;9.924645233E2
3.317794707E2;9.924734497E2
3.327408277E2;9.924741364E2
3.337022727E2;9.924815369E2
3.346637497E2;9.924915314E2
3.356252767E2;9.924959564E2
3.365868407E2;9.925027466E2
3.375483757E2;9.925027466E2
3.385099707E2;9.925114441E2
3.394717117E2;9.925114441E2
3.404335067E2;9.925086975E2
3.413953237E2;9.925086975E2
3.423571777E2;9.925086975E2
3.433191597E2;9.925070190E2
3.442809817E2;9.925067902E2
3.452430287E2;9.925067902E2
3.462051197E2;9.925083923E2
3.471672037E2;9.925099945E2
3.481293367E2;9.925119019E2
3.490914507E2;9.925119019E2
3.500535037E2;9.925111389E2
3.510153637E2;9.925061035E2
3.519773197E2;9.925012970E2
3.529393827E2;9.924998474E2
3.539015747E2;9.924932861E2
3.548638367E2;9.924864960E2
3.558260057E2;9.924817657E2
3.567883527E2;9.924775696E2
3.577507437E2;9.924775696E2
3.587133777E2;9.924807739E2
3.596760967E2;9.924815369E2
3.606387717E2;9.924839783E2
3.616012897E2;9.924852753E2
3.625639347E2;9.924852753E2
3.635266517E2;9.924852753E2
3.644893297E2;9.924847412E2
3.654521017E2;9.924819946E2
3.664148837E2;9.924770355E2
3.673775467E2;9.924729156E2
3.683402667E2;9.924699402E2
3.693029437E2;9.924652863E2
3.702657217E2;9.924652863E2
3.712285627E2;9.924668121E2
3.721915317E2;9.924689484E2
3.731544337E2;9.924777985E2
3.741174287E2;9.924838257E2
3.750804867E2;9.924875641E2
3.760438837E2;9.924934387E2
3.770074187E2;9.924946594E2
3.779709897E2;9.924969482E2
3.789345577E2;9.924980164E2
3.798982587E2;9.924987793E2
3.808617977E2;9.925032806E2
3.818249687E2;9.925093079E2
3.827883947E2;9.925156403E2
3.837518137E2;9.925189972E2
3.847152937E2;9.925224304E2
3.856788097E2;9.925251007E2
3.866424447E2;9.925263214E2
3.876060747E2;9.925269318E2
3.885698247E2;9.925362396E2
3.895337507E2;9.925414276E2
3.904977967E2;9.925459290E2
3.914617427E2;9.925498962E2
3.924258167E2;9.925518036E2
3.933899187E2;9.925498962E2
3.943539837E2;9.925424194E2
3.953180647E2;9.925345612E2
3.962822677E2;9.925342560E2
3.972464787E2;9.925345612E2
3.982108207E2;9.925401306E2
3.991751947E2;9.925451660E2
4.001396187E2;9.925488281E2
4.011041077E2;9.925488281E2
4.020686267E2;9.925505066E2
4.030329217E2;9.925505066E2
4.039972167E2;9.925534058E2
4.049615377E2;9.925556946E2
4.059258367E2;9.925595856E2
4.068901817E2;9.925654602E2
4.078546727E2;9.925724792E2
4.088190607E2;9.925777435E2
4.097836057E2;9.925821686E2
4.107481887E2;9.925881195E2
4.117130137E2;9.925882721E2
4.126779987E2;9.925942993E2
4.136430867E2;9.925975800E2
4.146082497E2;9.925988007E2
4.155732797E2;9.926066589E2
4.165383047E2;9.926117706E2
4.175031657E2;9.926155090E2
4.184685307E2;9.926230621E2
4.194339677E2;9.926230621E2
4.203994747E2;9.926215363E2
4.213649937E2;9.926142120E2
4.223305397E2;9.926078033E2
4.232962117E2;9.926045227E2
4.242618587E2;9.926044464E2
4.252275077E2;9.926044464E2
4.261933727E2;9.926080322E2
4.271592897E2;9.926132965E2
4.281249907E2;9.926153564E2
4.290905817E2;9.926252747E2
4.300561667E2;9.926252747E2
4.310218127E2;9.926237488E2
4.319874617E2;9.926232147E2
4.329531377E2;9.926178741E2
4.339189147E2;9.926175690E2
4.348847107E2;9.926159668E2
4.358505687E2;9.926159668E2
4.368163637E2;9.926230621E2
4.377822507E2;9.926244354E2
4.387482197E2;9.926306152E2
4.397141197E2;9.926306152E2
4.406801007E2;9.926293945E2
4.416460787E2;9.926287842E2
4.426120927E2;9.926251221E2
4.435781667E2;9.926206207E2
4.445443137E2;9.926192474E2
4.455104137E2;9.926110077E2
4.464766337E2;9.926008606E2
4.474429237E2;9.925978088E2
4.484091107E2;9.925894165E2
4.493753887E2;9.925894165E2
4.503418147E2;9.925920105E2
4.513082167E2;9.925934601E2
4.522746807E2;9.925991058E2
4.532412107E2;9.926023102E2
4.542077157E2;9.926044464E2
4.551740597E2;9.926098633E2
4.561407747E2;9.926099396E2
4.571075187E2;9.926118469E2
4.580743097E2;9.926125336E2
4.590411867E2;9.926154327E2
4.600082687E2;9.926226044E2
4.609755137E2;9.926278687E2
4.619427667E2;9.926360321E2
4.629100337E2;9.926417542E2
4.638772617E2;9.926534271E2
4.648445407E2;9.926542664E2
4.658118887E2;9.926569366E2
4.667791547E2;9.926628876E2
4.677465397E2;9.926637268E2
4.687140077E2;9.926667786E2
4.696814867E2;9.926756287E2
4.706489637E2;9.926777649E2
4.716164107E2;9.926837921E2
4.725837337E2;9.926867676E2
4.735509697E2;9.926911926E2
4.745182627E2;9.926938629E2
