"Time (s)";"Latitude (°)";"Longitude (°)";"Height (m)";"Velocity (m/s)";"Direction (°)";"Horizontal Accuracy (m)";"Vertical Accuracy (°)"
3.899723589E1;5.112151771E1;7.410421231E0;2.723551253E2;1.014111876E0;2.637014461E2;6.000906205E0;6.000906205E0
3.999723649E1;5.112151714E1;7.410401337E0;2.723411762E2;9.567005634E-1;2.724930471E2;6.000906205E0;6.000906205E0
4.099723732E1;5.112151690E1;7.410390341E0;2.723379411E2;8.672654629E-1;2.717861771E2;6.000906205E0;6.000906205E0
4.199724042E1;5.112151618E1;7.410374179E0;2.723368760E2;1.158835530E0;2.720679634E2;6.000906205E0;6.000906205E0
4.299724352E1;5.112151664E1;7.410350117E0;2.723344074E2;1.030879378E0;2.809374012E2;6.000906205E0;6.000906205E0
4.399724877E1;5.112151767E1;7.410332238E0;2.723356712E2;1.030879378E0;2.790264508E2;6.000906205E0;6.000906205E0
4.499725425E1;5.112151251E1;7.410318215E0;2.723391484E2;8.750383258E-1;2.801433507E2;6.000906205E0;6.000906205E0
4.599726129E1;5.112151035E1;7.410299460E0;2.723227420E2;8.750383258E-1;2.785129572E2;6.000906205E0;6.000906205E0
4.699726844E1;5.112150647E1;7.410283125E0;2.723141250E2;6.523514986E-1;2.805600196E2;6.000906205E0;6.000906205E0
4.799727702E1;5.112151170E1;7.410265151E0;2.723006565E2;6.523514986E-1;2.768791486E2;6.000906205E0;6.000906205E0
4.899728668E1;5.112151829E1;7.410244464E0;2.722982110E2;1.038823485E0;2.769846068E2;6.000906205E0;6.000906205E0
4.999729729E1;5.112151930E1;7.410231918E0;2.722871175E2;1.038823485E0;2.754325965E2;6.000906205E0;6.000906205E0
5.099730814E1;5.112151979E1;7.410221059E0;2.722698033E2;1.003131270E0;2.758339385E2;6.000906205E0;6.000906205E0
5.199732006E1;5.112152403E1;7.410201928E0;2.722528009E2;7.396875024E-1;2.788056718E2;6.000906205E0;6.000906205E0
5.299733210E1;5.112152784E1;7.410178075E0;2.722318746E2;1.017137527E0;2.800152710E2;6.000906205E0;6.000906205E0
5.399734485E1;5.112152785E1;7.410153456E0;2.722001188E2;1.017137527E0;2.933255612E2;8.001208274E0;8.001208274E0
5.499735808E1;5.112153006E1;7.410124857E0;2.721570629E2;1.017137527E0;2.927562512E2;8.001208274E0;8.001208274E0
5.599737155E1;5.112153411E1;7.410114520E0;2.721096085E2;1.009703875E0;2.947700915E2;8.001208274E0;8.001208274E0
5.699738622E1;5.112153397E1;7.410092636E0;2.720932450E2;8.967250586E-1;2.943328775E2;8.001208274E0;8.001208274E0
5.799740100E1;5.112153298E1;7.410078304E0;2.720543925E2;9.773291945E-1;2.956025823E2;6.000906205E0;6.000906205E0
5.899741614E1;5.112153292E1;7.410060392E0;2.720253485E2;9.607028365E-1;2.959542278E2;6.000906205E0;6.000906205E0
5.999743187E1;5.112152963E1;7.410045494E0;2.719922867E2;9.607028365E-1;2.960896021E2;6.000906205E0;6.000906205E0
6.099744749E1;5.112153470E1;7.410037644E0;2.719622288E2;9.175812006E-1;2.950298846E2;6.000906205E0;6.000906205E0
6.199746346E1;5.112153509E1;7.410016470E0;2.719485388E2;9.995629787E-1;2.884238076E2;6.000906205E0;6.000906205E0
6.299748099E1;5.112153356E1;7.410001971E0;2.719112445E2;9.285763502E-1;2.838887532E2;6.000906205E0;6.000906205E0
6.399749768E1;5.112153223E1;7.409981047E0;2.718827684E2;9.666134119E-1;2.759993383E2;6.000906205E0;6.000906205E0
6.499751472E1;5.112152721E1;7.409950997E0;2.718765974E2;1.096614480E0;2.745912538E2;6.000906205E0;6.000906205E0
6.599753201E1;5.112152384E1;7.409938469E0;2.718759803E2;1.248083711E0;2.662155568E2;6.000906205E0;6.000906205E0
6.699754965E1;5.112151633E1;7.409917187E0;2.718759186E2;1.096614480E0;2.667155813E2;6.000906205E0;6.000906205E0
6.799756813E1;5.112151307E1;7.409887597E0;2.718759124E2;1.056277275E0;2.813565835E2;6.000906205E0;6.000906205E0
6.899758649E1;5.112151470E1;7.409874383E0;2.718759118E2;9.876022935E-1;2.817425712E2;6.000906205E0;6.000906205E0
6.999760449E1;5.112151488E1;7.409852358E0;2.718759117E2;9.876022935E-1;2.744567811E2;8.001208274E0;8.001208274E0
7.099762309E1;5.112151640E1;7.409830267E0;2.718759117E2;8.639371991E-1;2.795541513E2;8.001208274E0;8.001208274E0
7.199764192E1;5.112152209E1;7.409815331E0;2.718759117E2;8.639371991E-1;2.837933218E2;8.001208274E0;8.001208274E0
7.299766111E1;5.112151982E1;7.409798897E0;2.718759117E2;8.927751184E-1;2.890461471E2;8.001208274E0;8.001208274E0
7.399767971E1;5.112151050E1;7.409783091E0;2.718759117E2;8.927751184E-1;2.863898046E2;8.001208274E0;8.001208274E0
7.499769890E1;5.112150281E1;7.409772754E0;2.718759117E2;8.927751184E-1;2.810941130E2;8.001208274E0;8.001208274E0
7.599771905E1;5.112150132E1;7.409747276E0;2.718759117E2;8.622278571E-1;2.857804151E2;8.001208274E0;8.001208274E0
7.699773800E1;5.112149567E1;7.409717521E0;2.718759117E2;6.867884994E-1;2.851101277E2;8.001208274E0;8.001208274E0
7.799775851E1;5.112149766E1;7.409701597E0;2.718759117E2;7.796159983E-1;2.883749308E2;8.001208274E0;8.001208274E0
7.899777818E1;5.112149616E1;7.409685181E0;2.718759117E2;6.867884994E-1;2.867934961E2;8.001208274E0;8.001208274E0
7.999779809E1;5.112149544E1;7.409672643E0;2.718759117E2;5.393462181E-1;2.888868671E2;8.001208274E0;8.001208274E0
8.099781811E1;5.112149333E1;7.409654477E0;2.718759117E2;6.237646341E-1;2.895254625E2;8.001208274E0;8.001208274E0
8.199783790E1;5.112149280E1;7.409627122E0;2.718759117E2;6.237646341E-1;2.893262941E2;8.001208274E0;8.001208274E0
8.299785793E1;5.112149159E1;7.409600109E0;2.718759117E2;6.237646341E-1;2.880512344E2;8.001208274E0;8.001208274E0
8.399787831E1;5.112148873E1;7.409585385E0;2.718759117E2;6.372546554E-1;2.852661019E2;8.001208274E0;8.001208274E0
8.499789894E1;5.112148748E1;7.409571393E0;2.718759117E2;7.908721566E-1;2.872684674E2;8.001208274E0;8.001208274E0
8.599791908E1;5.112148527E1;7.409542236E0;2.718759117E2;7.908721566E-1;2.882333273E2;8.001208274E0;8.001208274E0
8.699793971E1;5.112148646E1;7.409522491E0;2.718759117E2;7.908721566E-1;2.816689144E2;8.001208274E0;8.001208274E0
8.799796069E1;5.112148511E1;7.409504949E0;2.718759117E2;9.886929989E-1;2.838231015E2;8.001208274E0;8.001208274E0
8.899798107E1;5.112148901E1;7.409479784E0;2.718759117E2;9.178929925E-1;2.824917063E2;8.001208274E0;8.001208274E0
8.999800205E1;5.112149127E1;7.409465910E0;2.718759117E2;9.178929925E-1;2.726093788E2;8.001208274E0;8.001208274E0
9.099802291E1;5.112148831E1;7.409453588E0;2.718759117E2;9.178929925E-1;2.760271509E2;8.001208274E0;8.001208274E0
9.199804401E1;5.112148966E1;7.409433789E0;2.718759117E2;3.989530206E-1;2.781224070E2;8.001208274E0;8.001208274E0
9.299806404E1;5.112148652E1;7.409420464E0;2.718978844E2;4.473303556E-1;2.757617297E2;8.001208274E0;8.001208274E0
9.399808538E1;5.112148198E1;7.409406224E0;2.719284813E2;9.509073496E-1;2.756200443E2;8.001208274E0;8.001208274E0
9.499810529E1;5.112147681E1;7.409389487E0;2.719634837E2;5.960918665E-1;2.736934391E2;8.001208274E0;8.001208274E0
9.599812639E1;5.112147958E1;7.409374727E0;2.720063700E2;5.960918665E-1;2.740341563E2;8.001208274E0;8.001208274E0
9.699814868E1;5.112148248E1;7.409354074E0;2.720410907E2;7.556462288E-1;2.743355042E2;8.001208274E0;8.001208274E0
9.799816918E1;5.112148162E1;7.409338330E0;2.720865580E2;7.628547549E-1;2.721990484E2;8.001208274E0;8.001208274E0
9.899819040E1;5.112147325E1;7.409309477E0;2.721259864E2;7.556462288E-1;2.733028616E2;8.001208274E0;8.001208274E0
9.999821174E1;5.112146241E1;7.409294254E0;2.722054053E2;7.074920535E-1;2.710036560E2;8.001208274E0;8.001208274E0
1.009982321E2;5.112145186E1;7.409269135E0;2.722666583E2;7.618142366E-1;2.721944312E2;8.001208274E0;8.001208274E0
1.019982532E2;5.112144961E1;7.409254625E0;2.723542198E2;7.618142366E-1;2.747787016E2;8.001208274E0;8.001208274E0
1.029982749E2;5.112144852E1;7.409247107E0;2.724043120E2;6.000027061E-1;2.765438956E2;8.001208274E0;8.001208274E0
1.039982954E2;5.112144623E1;7.409230163E0;2.724308544E2;5.988987088E-1;2.750999663E2;8.001208274E0;8.001208274E0
1.049983172E2;5.112144646E1;7.409213809E0;2.724823429E2;5.731049180E-1;2.794834451E2;8.001208274E0;8.001208274E0
1.059983385E2;5.112144934E1;7.409192728E0;2.725289102E2;6.238099337E-1;2.774270118E2;8.001208274E0;8.001208274E0
1.069983592E2;5.112145000E1;7.409168404E0;2.725792700E2;6.238099337E-1;2.744887464E2;8.001208274E0;8.001208274E0
1.079983807E2;5.112144948E1;7.409145615E0;2.726438244E2;7.039566040E-1;2.724334878E2;8.001208274E0;8.001208274E0
1.089984024E2;5.112144315E1;7.409118775E0;2.727245749E2;1.169228554E0;2.578529737E2;8.001208274E0;8.001208274E0
1.099984244E2;5.112143990E1;7.409085119E0;2.728401237E2;1.169228554E0;2.639320606E2;8.001208274E0;8.001208274E0
1.109984450E2;5.112143483E1;7.409068753E0;2.729712373E2;9.672767520E-1;2.632635764E2;8.001208274E0;8.001208274E0
1.119984660E2;5.112143376E1;7.409042751E0;2.730538372E2;8.586487770E-1;2.622379825E2;8.001208274E0;8.001208274E0
1.129984877E2;5.112142598E1;7.409019860E0;2.731498230E2;7.793867588E-1;2.623592320E2;8.001208274E0;8.001208274E0
1.139985094E2;5.112142309E1;7.409005797E0;2.732587655E2;8.296361566E-1;2.676454432E2;6.000906205E0;6.000906205E0
1.149985305E2;5.112142552E1;7.408987633E0;2.733245914E2;8.296361566E-1;2.664473734E2;6.000906205E0;6.000906205E0
1.159985517E2;5.112142326E1;7.408962239E0;2.733821505E2;8.296361566E-1;2.684707213E2;6.000906205E0;6.000906205E0
1.169985731E2;5.112141850E1;7.408936002E0;2.734774999E2;9.161681533E-1;2.687217718E2;6.000906205E0;6.000906205E0
1.179985951E2;5.112141260E1;7.408905704E0;2.735874499E2;1.000528216E0;2.657067623E2;6.000906205E0;6.000906205E0
1.189986156E2;5.112140685E1;7.408880285E0;2.737157514E2;1.000528216E0;2.541736601E2;6.000906205E0;6.000906205E0
1.199986370E2;5.112139508E1;7.408852524E0;2.738016956E2;1.000528216E0;2.473164234E2;6.000906205E0;6.000906205E0
1.209986593E2;5.112138579E1;7.408833923E0;2.738484126E2;4.226003885E-1;2.471338661E2;6.000906205E0;6.000906205E0
1.219986804E2;5.112137330E1;7.408821775E0;2.738932118E2;4.226003885E-1;2.472763984E2;8.001208274E0;8.001208274E0
1.229987020E2;5.112136795E1;7.408810522E0;2.739786061E2;4.053426981E-1;2.462887531E2;8.001208274E0;8.001208274E0
1.239987230E2;5.112136584E1;7.408804807E0;2.740218898E2;4.053426981E-1;2.491613667E2;8.001208274E0;8.001208274E0
1.249987447E2;5.112135881E1;7.408781677E0;2.740398412E2;3.445675969E-1;2.562532614E2;8.001208274E0;8.001208274E0
1.259987653E2;5.112136103E1;7.408772913E0;2.740872021E2;4.807672203E-1;2.502078337E2;8.001208274E0;8.001208274E0
1.269987869E2;5.112135558E1;7.408756409E0;2.740775461E2;3.445675969E-1;2.572445404E2;8.001208274E0;8.001208274E0
1.279988093E2;5.112135258E1;7.408737632E0;2.741119016E2;4.503783584E-1;2.758568059E2;8.001208274E0;8.001208274E0
1.289988308E2;5.112134958E1;7.408721655E0;2.741347554E2;6.172646880E-1;2.969814882E2;8.001208274E0;8.001208274E0
1.299988528E2;5.112134935E1;7.408708296E0;2.741565416E2;6.172646880E-1;3.011441607E2;6.000906205E0;6.000906205E0
1.309983755E2;5.112134823E1;7.408689003E0;2.741601484E2;5.095353723E-1;2.982377786E2;6.000906205E0;6.000906205E0
1.319983976E2;5.112134782E1;7.408666417E0;2.741677875E2;4.719311595E-1;2.964679946E2;6.000906205E0;6.000906205E0
1.329981869E2;5.112134795E1;7.408648541E0;2.741712156E2;5.095353723E-1;3.021931411E2;6.000906205E0;6.000906205E0
1.339979684E2;5.112134505E1;7.408631193E0;2.741706795E2;6.581106186E-1;3.023759443E2;6.000906205E0;6.000906205E0
1.349977188E2;5.112135693E1;7.408601913E0;2.741894400E2;6.581106186E-1;3.177076699E2;6.000906205E0;6.000906205E0
1.359974908E2;5.112136404E1;7.408575406E0;2.741178175E2;6.364945769E-1;3.112071057E2;6.000906205E0;6.000906205E0
1.369972519E2;5.112136051E1;7.408563240E0;2.740714341E2;6.364945769E-1;2.621123616E2;6.000906205E0;6.000906205E0
1.379970300E2;5.112134879E1;7.408554549E0;2.740951954E2;6.364945769E-1;2.769021254E2;6.000906205E0;6.000906205E0
1.389968028E2;5.112134768E1;7.408540134E0;2.741841438E2;3.735271096E-1;2.810586234E2;6.000906205E0;6.000906205E0
1.399965868E2;5.112134510E1;7.408536510E0;2.742078702E2;7.997319102E-1;2.864590081E2;6.000906205E0;6.000906205E0
1.409963776E2;5.112134768E1;7.408515067E0;2.742309520E2;7.997319102E-1;2.907287779E2;6.000906205E0;6.000906205E0
1.419961879E2;5.112134674E1;7.408497092E0;2.742245810E2;8.052289486E-1;2.894690724E2;6.000906205E0;6.000906205E0
1.429959966E2;5.112135153E1;7.408479293E0;2.742399290E2;9.060510397E-1;2.525948755E2;6.000906205E0;6.000906205E0
1.439958264E2;5.112135017E1;7.408454751E0;2.742118007E2;3.436685205E-1;2.696043688E2;6.000906205E0;6.000906205E0
1.449956510E2;5.112134654E1;7.408439796E0;2.742310430E2;5.817294717E-1;2.838678802E2;6.000906205E0;6.000906205E0
1.459954855E2;5.112134601E1;7.408414723E0;2.742704306E2;5.817294717E-1;2.719671771E2;6.000906205E0;6.000906205E0
1.469953249E2;5.112132702E1;7.408394254E0;2.742913981E2;7.367755175E-1;2.624791428E2;6.000906205E0;6.000906205E0
1.479951818E2;5.112133056E1;7.408380121E0;2.744747968E2;7.830731869E-1;2.732609516E2;6.000906205E0;6.000906205E0
1.489950308E2;5.112133224E1;7.408356543E0;2.744709168E2;1.605700731E0;2.627545907E2;6.000906205E0;6.000906205E0
1.499948860E2;5.112132680E1;7.408320029E0;2.744706936E2;1.605700731E0;2.608655243E2;6.000906205E0;6.000906205E0
1.509947628E2;5.112132129E1;7.408296992E0;2.745723772E2;1.491658211E0;2.592739536E2;6.000906205E0;6.000906205E0
1.519946513E2;5.112130865E1;7.408274661E0;2.746916673E2;1.227948785E0;2.537708428E2;6.000906205E0;6.000906205E0
1.529945459E2;5.112129423E1;7.408241711E0;2.748725660E2;1.227948785E0;2.404565092E2;6.000906205E0;6.000906205E0
1.539944478E2;5.112128486E1;7.408218414E0;2.750913761E2;1.073924541E0;2.478553799E2;6.000906205E0;6.000906205E0
1.549943557E2;5.112127444E1;7.408195806E0;2.752414950E2;1.073924541E0;2.586596464E2;6.000906205E0;6.000906205E0
1.559942731E2;5.112126890E1;7.408166639E0;2.753869421E2;9.789145589E-1;2.573564463E2;6.000906205E0;6.000906205E0
1.569941943E2;5.112126168E1;7.408147170E0;2.755000616E2;7.465978265E-1;2.608401433E2;6.000906205E0;6.000906205E0
1.579941229E2;5.112126090E1;7.408126297E0;2.756017087E2;7.465978265E-1;2.667362358E2;6.000906205E0;6.000906205E0
1.589940573E2;5.112126095E1;7.408102008E0;2.756542806E2;5.465351343E-1;2.679978537E2;6.000906205E0;6.000906205E0
1.599939948E2;5.112125391E1;7.408089033E0;2.757016154E2;8.544784188E-1;2.615940869E2;6.000906205E0;6.000906205E0
1.609939386E2;5.112124796E1;7.408059451E0;2.757773755E2;8.544784188E-1;2.655266366E2;6.000906205E0;6.000906205E0
1.619938865E2;5.112124639E1;7.408029539E0;2.758730619E2;8.654974699E-1;2.661624179E2;6.000906205E0;6.000906205E0
1.629938396E2;5.112124058E1;7.408013734E0;2.758990276E2;9.141327739E-1;2.659713092E2;6.000906205E0;6.000906205E0
1.639937962E2;5.112124072E1;7.407994918E0;2.759392524E2;9.323516488E-1;2.685382856E2;6.000906205E0;6.000906205E0
1.649937562E2;5.112124025E1;7.407979733E0;2.759423685E2;1.021971703E0;2.771729834E2;6.000906205E0;6.000906205E0
1.659937196E2;5.112124343E1;7.407956728E0;2.759457013E2;1.021971703E0;3.108823712E2;6.000906205E0;6.000906205E0
1.669936860E2;5.112125515E1;7.407928395E0;2.759254352E2;1.021971703E0;3.335642000E2;6.000906205E0;6.000906205E0
1.679936564E2;5.112125605E1;7.407927047E0;2.758474931E2;1.023612976E0;3.280515816E2;6.000906205E0;6.000906205E0
1.689936287E2;5.112126414E1;7.407905255E0;2.758338487E2;8.816377521E-1;3.271317464E2;6.000906205E0;6.000906205E0
1.699936050E2;5.112127808E1;7.407889768E0;2.757800520E2;1.357968926E0;3.272000483E2;6.000906205E0;6.000906205E0
1.709935826E2;5.112128607E1;7.407875172E0;2.756843647E2;1.357028127E0;3.255389736E2;6.000906205E0;6.000906205E0
1.719935629E2;5.112129304E1;7.407850487E0;2.756230229E2;1.357028127E0;3.186909986E2;6.000906205E0;6.000906205E0
1.729935454E2;5.112129964E1;7.407827565E0;2.755717349E2;1.091784477E0;3.009767937E2;6.000906205E0;6.000906205E0
1.739935306E2;5.112130436E1;7.407793402E0;2.755238143E2;8.885140419E-1;3.102780907E2;6.000906205E0;6.000906205E0
1.749935178E2;5.112130988E1;7.407778665E0;2.754883979E2;8.885140419E-1;3.052772720E2;6.000906205E0;6.000906205E0
1.759935055E2;5.112130862E1;7.407764697E0;2.754491507E2;5.957686305E-1;2.979050391E2;6.000906205E0;6.000906205E0
1.769934961E2;5.112131042E1;7.407752706E0;2.754533833E2;5.957686305E-1;3.076361189E2;6.000906205E0;6.000906205E0
1.779934888E2;5.112131404E1;7.407734521E0;2.754421611E2;6.382375956E-1;3.066118090E2;6.000906205E0;6.000906205E0
1.789934820E2;5.112130534E1;7.407715515E0;2.754175281E2;7.429606915E-1;3.031927530E2;6.000906205E0;6.000906205E0
1.799934766E2;5.112130226E1;7.407706647E0;2.754714521E2;8.802976608E-1;3.078551494E2;6.000906205E0;6.000906205E0
1.809934723E2;5.112130916E1;7.407695827E0;2.754967847E2;7.429606915E-1;2.790434444E2;6.000906205E0;6.000906205E0
1.819934705E2;5.112130364E1;7.407686769E0;2.754546036E2;8.208732605E-1;2.730241626E2;6.000906205E0;6.000906205E0
1.829934690E2;5.112129839E1;7.407671132E0;2.754861460E2;7.777590752E-1;2.748015417E2;6.000906205E0;6.000906205E0
1.839934683E2;5.112129812E1;7.407658382E0;2.755233579E2;8.675366640E-1;2.759903771E2;6.000906205E0;6.000906205E0
1.849934696E2;5.112130116E1;7.407631995E0;2.755288094E2;1.150446892E0;2.757465667E2;6.000906205E0;6.000906205E0
1.859934710E2;5.112129631E1;7.407608744E0;2.755096890E2;1.150446892E0;2.797015741E2;6.000906205E0;6.000906205E0
1.869934735E2;5.112129773E1;7.407579109E0;2.755391704E2;1.150446892E0;2.834201749E2;6.000906205E0;6.000906205E0
1.879934767E2;5.112129647E1;7.407560358E0;2.755329724E2;5.174373984E-1;2.856392214E2;6.000906205E0;6.000906205E0
1.889934810E2;5.112129336E1;7.407543064E0;2.755405100E2;5.174373984E-1;2.852758554E2;6.000906205E0;6.000906205E0
1.899934859E2;5.112129565E1;7.407520750E0;2.755613687E2;5.174373984E-1;2.862875703E2;6.000906205E0;6.000906205E0
1.909934916E2;5.112129917E1;7.407512261E0;2.755486505E2;5.425250530E-1;2.845492598E2;6.000906205E0;6.000906205E0
1.919934987E2;5.112129608E1;7.407488665E0;2.755245271E2;7.728423476E-1;2.868105989E2;6.000906205E0;6.000906205E0
1.929935051E2;5.112129346E1;7.407473402E0;2.755421649E2;7.728423476E-1;2.958146460E2;6.000906205E0;6.000906205E0
1.939935126E2;5.112129777E1;7.407458675E0;2.755608750E2;7.728423476E-1;2.982324510E2;8.001208274E0;8.001208274E0
1.949935203E2;5.112130154E1;7.407434353E0;2.755348683E2;1.195124388E0;2.980257968E2;8.001208274E0;8.001208274E0
1.959935286E2;5.112130590E1;7.407410800E0;2.755077955E2;1.020377398E0;2.965059978E2;8.001208274E0;8.001208274E0
1.969935380E2;5.112131181E1;7.407389521E0;2.754768534E2;1.020377398E0;3.014727201E2;8.001208274E0;8.001208274E0
1.979935483E2;5.112132049E1;7.407371250E0;2.754354444E2;1.017345905E0;3.031997744E2;8.001208274E0;8.001208274E0
1.989935570E2;5.112132657E1;7.407352263E0;2.753750809E2;9.745596647E-1;3.046323109E2;8.001208274E0;8.001208274E0
1.999935681E2;5.112132838E1;7.407345241E0;2.753296586E2;9.011505246E-1;3.095145848E2;8.001208274E0;8.001208274E0
2.009935783E2;5.112132765E1;7.407327445E0;2.753133610E2;1.268805861E0;3.104907281E2;8.001208274E0;8.001208274E0
2.019935892E2;5.112133554E1;7.407314058E0;2.753164553E2;9.462718964E-1;3.099201614E2;8.001208274E0;8.001208274E0
2.029936007E2;5.112134064E1;7.407303694E0;2.752656784E2;9.462718964E-1;3.102952481E2;8.001208274E0;8.001208274E0
2.039936128E2;5.112134601E1;7.407292906E0;2.752275318E2;7.861573100E-1;3.110296847E2;8.001208274E0;8.001208274E0
2.049936243E2;5.112135282E1;7.407289828E0;2.751889454E2;8.919286728E-1;3.135840115E2;8.001208274E0;8.001208274E0
2.059936361E2;5.112136016E1;7.407274172E0;2.751409217E2;7.861573100E-1;3.136373690E2;8.001208274E0;8.001208274E0
2.069936496E2;5.112136354E1;7.407255117E0;2.750885211E2;7.478927374E-1;3.248829202E2;8.001208274E0;8.001208274E0
2.079936612E2;5.112136900E1;7.407243975E0;2.750614457E2;7.101449370E-1;3.123654784E2;8.001208274E0;8.001208274E0
2.089936743E2;5.112137474E1;7.407239847E0;2.750233347E2;9.165305495E-1;3.080044573E2;8.001208274E0;8.001208274E0
2.099936869E2;5.112137947E1;7.407227939E0;2.749823075E2;9.165305495E-1;3.096014648E2;8.001208274E0;8.001208274E0
2.109937009E2;5.112138735E1;7.407211306E0;2.749475803E2;1.053150296E0;2.928048822E2;8.001208274E0;8.001208274E0
2.119937139E2;5.112139170E1;7.407183935E0;2.748930212E2;1.023765087E0;3.000001859E2;8.001208274E0;8.001208274E0
