"Time (s)";"Latitude (°)";"Longitude (°)";"Height (m)";"Velocity (m/s)";"Direction (°)";"Horizontal Accuracy (m)";"Vertical Accuracy (°)"
2.129937284E2;5.112140056E1;7.407169791E0;2.748685040E2;1.064510107E0;2.994147568E2;8.001208274E0;8.001208274E0
2.139937414E2;5.112141400E1;7.407146968E0;2.748373230E2;1.064510107E0;2.979930119E2;8.001208274E0;8.001208274E0
2.149937556E2;5.112142011E1;7.407121462E0;2.747906991E2;1.064510107E0;3.176926708E2;8.001208274E0;8.001208274E0
2.159937692E2;5.112143017E1;7.407107433E0;2.747662064E2;9.715329409E-1;3.279365612E2;8.001208274E0;8.001208274E0
2.169937840E2;5.112144092E1;7.407091333E0;2.747311826E2;1.107996821E0;3.214576623E2;8.001208274E0;8.001208274E0
2.179937978E2;5.112145250E1;7.407079600E0;2.746928261E2;9.715329409E-1;3.234405755E2;8.001208274E0;8.001208274E0
2.189938122E2;5.112146084E1;7.407053552E0;2.746514722E2;9.159103632E-1;3.264105057E2;8.001208274E0;8.001208274E0
2.199938269E2;5.112147089E1;7.407029909E0;2.746203104E2;6.456319094E-1;3.263947690E2;8.001208274E0;8.001208274E0
2.209938416E2;5.112147908E1;7.407015214E0;2.745846747E2;8.402750492E-1;3.319089173E2;8.001208274E0;8.001208274E0
2.219938571E2;5.112148008E1;7.407004135E0;2.745545791E2;8.402750492E-1;3.231039838E2;8.001208274E0;8.001208274E0
2.229938711E2;5.112148533E1;7.406980095E0;2.745483012E2;1.032404065E0;3.108611156E2;8.001208274E0;8.001208274E0
2.239938860E2;5.112148868E1;7.406958884E0;2.745306720E2;9.531461000E-1;3.101524425E2;8.001208274E0;8.001208274E0
2.249939008E2;5.112149579E1;7.406940830E0;2.745180601E2;9.531461000E-1;3.101632069E2;8.001208274E0;8.001208274E0
2.259939162E2;5.112150512E1;7.406915709E0;2.744937826E2;9.531461000E-1;3.105400421E2;8.001208274E0;8.001208274E0
2.269939319E2;5.112151216E1;7.406891151E0;2.744610875E2;9.199365377E-1;3.116902459E2;8.001208274E0;8.001208274E0
2.279939463E2;5.112152234E1;7.406877047E0;2.744350213E2;7.652564645E-1;3.123181589E2;8.001208274E0;8.001208274E0
2.289939622E2;5.112153946E1;7.406852748E0;2.743994283E2;1.070452094E0;3.130571034E2;8.001208274E0;8.001208274E0
2.299939767E2;5.112153828E1;7.406831316E0;2.743404155E2;1.070452094E0;3.160282084E2;6.000906205E0;6.000906205E0
2.309939920E2;5.112154129E1;7.406795056E0;2.743383319E2;1.070452094E0;3.104223989E2;6.000906205E0;6.000906205E0
2.319940072E2;5.112154447E1;7.406764654E0;2.743283732E2;1.055224895E0;3.086428614E2;6.000906205E0;6.000906205E0
2.329940228E2;5.112155402E1;7.406738294E0;2.743170777E2;1.055224895E0;2.903229554E2;6.000906205E0;6.000906205E0
2.339940383E2;5.112155769E1;7.406725671E0;2.742849941E2;1.003524184E0;2.920052309E2;6.000906205E0;6.000906205E0
2.349940542E2;5.112156335E1;7.406716547E0;2.742698931E2;8.041088581E-1;3.011621377E2;6.000906205E0;6.000906205E0
2.359940697E2;5.112157378E1;7.406715586E0;2.742500633E2;8.628141880E-1;3.045478898E2;6.000906205E0;6.000906205E0
2.369940853E2;5.112158181E1;7.406696292E0;2.742142699E2;9.034277201E-1;3.059814372E2;6.000906205E0;6.000906205E0
2.379941012E2;5.112159321E1;7.406673893E0;2.741846804E2;9.034277201E-1;3.078169823E2;6.000906205E0;6.000906205E0
2.389941170E2;5.112160164E1;7.406650985E0;2.741447799E2;1.039185405E0;3.121572943E2;6.000906205E0;6.000906205E0
2.399941328E2;5.112160642E1;7.406632536E0;2.740745423E2;1.095653892E0;3.104113613E2;6.000906205E0;6.000906205E0
2.409941484E2;5.112161084E1;7.406617355E0;2.740043746E2;1.095653892E0;3.094040450E2;6.000906205E0;6.000906205E0
2.419941642E2;5.112161356E1;7.406601587E0;2.739419593E2;1.095653892E0;3.095042302E2;8.001208274E0;8.001208274E0
2.429941797E2;5.112161414E1;7.406584906E0;2.738840271E2;1.013228297E0;3.091676932E2;8.001208274E0;8.001208274E0
2.439941956E2;5.112161556E1;7.406571840E0;2.738320913E2;9.668473005E-1;3.109599075E2;8.001208274E0;8.001208274E0
2.449942122E2;5.112162168E1;7.406553533E0;2.737863856E2;9.731027484E-1;3.167844742E2;8.001208274E0;8.001208274E0
2.459942273E2;5.112162939E1;7.406534635E0;2.737054875E2;9.668473005E-1;3.160503382E2;8.001208274E0;8.001208274E0
2.469942431E2;5.112163633E1;7.406513312E0;2.736092599E2;9.099726677E-1;3.141535673E2;8.001208274E0;8.001208274E0
2.479942584E2;5.112164035E1;7.406499963E0;2.735049075E2;7.473049760E-1;3.129823265E2;8.001208274E0;8.001208274E0
2.489942747E2;5.112164688E1;7.406484602E0;2.734350912E2;7.473049760E-1;3.125643736E2;8.001208274E0;8.001208274E0
2.499942909E2;5.112165196E1;7.406475481E0;2.733480467E2;7.473049760E-1;3.133147108E2;8.001208274E0;8.001208274E0
2.509943068E2;5.112165401E1;7.406463890E0;2.732841360E2;8.050503731E-1;3.118923649E2;8.001208274E0;8.001208274E0
2.519943222E2;5.112166153E1;7.406451615E0;2.732306410E2;8.415835500E-1;3.199844179E2;8.001208274E0;8.001208274E0
2.529943391E2;5.112167068E1;7.406440537E0;2.731441025E2;8.415835500E-1;3.177983202E2;8.001208274E0;8.001208274E0
2.539943545E2;5.112167828E1;7.406421928E0;2.730570612E2;8.415835500E-1;3.184571876E2;8.001208274E0;8.001208274E0
2.549943707E2;5.112168755E1;7.406407833E0;2.729634328E2;6.831462979E-1;3.216260128E2;8.001208274E0;8.001208274E0
2.559943869E2;5.112168733E1;7.406385804E0;2.728783741E2;7.062547207E-1;3.188939099E2;8.001208274E0;8.001208274E0
2.569944025E2;5.112169344E1;7.406361964E0;2.728091963E2;1.027481556E0;3.200470917E2;8.001208274E0;8.001208274E0
2.579944191E2;5.112169768E1;7.406338220E0;2.727824756E2;1.027481556E0;3.321783819E2;8.001208274E0;8.001208274E0
2.589944344E2;5.112170514E1;7.406326275E0;2.727660432E2;1.027481556E0;3.353341205E2;8.001208274E0;8.001208274E0
2.599944504E2;5.112171201E1;7.406316630E0;2.727402575E2;7.799549699E-1;3.314299571E2;8.001208274E0;8.001208274E0
2.609944661E2;5.112172396E1;7.406300271E0;2.727154042E2;9.421682954E-1;3.327782638E2;8.001208274E0;8.001208274E0
2.619944824E2;5.112173013E1;7.406281494E0;2.726742195E2;9.421682954E-1;3.323333179E2;6.000906205E0;6.000906205E0
2.629944981E2;5.112174799E1;7.406268789E0;2.726501059E2;1.012500644E0;3.416601871E2;6.000906205E0;6.000906205E0
2.639945153E2;5.112175964E1;7.406250992E0;2.725898241E2;9.405426383E-1;3.381578300E2;6.000906205E0;6.000906205E0
2.649945310E2;5.112176537E1;7.406247249E0;2.725460304E2;1.032618403E0;3.377706676E2;6.000906205E0;6.000906205E0
2.659945470E2;5.112177709E1;7.406232739E0;2.725231116E2;9.405426383E-1;3.336962412E2;6.000906205E0;6.000906205E0
2.669945630E2;5.112178203E1;7.406212061E0;2.724828345E2;7.599286437E-1;3.338487456E2;6.000906205E0;6.000906205E0
2.679945793E2;5.112179310E1;7.406203628E0;2.724627942E2;7.015031576E-1;3.325012586E2;6.000906205E0;6.000906205E0
2.689945954E2;5.112179705E1;7.406188335E0;2.724249472E2;7.015031576E-1;3.115645978E2;6.000906205E0;6.000906205E0
2.699946115E2;5.112180472E1;7.406174047E0;2.724083635E2;7.015031576E-1;3.113999629E2;6.000906205E0;6.000906205E0
2.709946271E2;5.112180766E1;7.406157853E0;2.723818485E2;6.976647973E-1;3.071263955E2;6.000906205E0;6.000906205E0
2.719946437E2;5.112180547E1;7.406142789E0;2.723696664E2;6.166757941E-1;3.013596121E2;6.000906205E0;6.000906205E0
2.729946592E2;5.112180714E1;7.406118289E0;2.723755618E2;7.467064857E-1;3.084580092E2;6.000906205E0;6.000906205E0
2.739946750E2;5.112180873E1;7.406105104E0;2.723707132E2;6.908032894E-1;3.155919505E2;6.000906205E0;6.000906205E0
2.749946914E2;5.112181178E1;7.406087719E0;2.723650922E2;7.467064857E-1;3.128105336E2;6.000906205E0;6.000906205E0
2.759947079E2;5.112181706E1;7.406070132E0;2.723546424E2;9.993653893E-1;3.141768993E2;6.000906205E0;6.000906205E0
2.769947233E2;5.112182628E1;7.406052168E0;2.723364862E2;9.993653893E-1;3.216740427E2;6.000906205E0;6.000906205E0
2.779947399E2;5.112182920E1;7.406044546E0;2.723048152E2;7.454569340E-1;3.151262136E2;6.000906205E0;6.000906205E0
2.789947561E2;5.112183402E1;7.406014022E0;2.722921999E2;6.072780490E-1;3.166849994E2;6.000906205E0;6.000906205E0
2.799947716E2;5.112184504E1;7.405998164E0;2.722753103E2;6.382679939E-1;3.163692261E2;6.000906205E0;6.000906205E0
2.809947882E2;5.112185174E1;7.405988035E0;2.722379158E2;7.669130564E-1;3.178088933E2;6.000906205E0;6.000906205E0
2.819948043E2;5.112185816E1;7.405969626E0;2.722124509E2;7.669130564E-1;3.191803680E2;8.001208274E0;8.001208274E0
2.829948206E2;5.112186066E1;7.405951846E0;2.721891127E2;8.076933026E-1;3.240817937E2;8.001208274E0;8.001208274E0
2.839948366E2;5.112186981E1;7.405937435E0;2.721786765E2;8.753345013E-1;3.243956546E2;8.001208274E0;8.001208274E0
2.849948527E2;5.112187729E1;7.405915302E0;2.721479973E2;8.753345013E-1;3.246561306E2;8.001208274E0;8.001208274E0
2.859948685E2;5.112188090E1;7.405899006E0;2.721207045E2;8.162064552E-1;3.234672133E2;6.000906205E0;6.000906205E0
2.869948852E2;5.112188624E1;7.405888750E0;2.721062473E2;8.162064552E-1;3.218351259E2;6.000906205E0;6.000906205E0
2.879949019E2;5.112189679E1;7.405869289E0;2.720874981E2;1.019089937E0;3.189177336E2;6.000906205E0;6.000906205E0
2.889949168E2;5.112189796E1;7.405861789E0;2.720514557E2;1.019089937E0;3.241832084E2;6.000906205E0;6.000906205E0
2.899949328E2;5.112190030E1;7.405851389E0;2.720440612E2;7.022146583E-1;3.218651514E2;8.001208274E0;8.001208274E0
2.909949487E2;5.112189840E1;7.405835357E0;2.720357412E2;5.958263278E-1;3.195757813E2;8.001208274E0;8.001208274E0
2.919949657E2;5.112190289E1;7.405820218E0;2.720410615E2;6.437328458E-1;3.169611849E2;8.001208274E0;8.001208274E0
2.929949813E2;5.112189993E1;7.405803913E0;2.720270367E2;6.614080071E-1;3.156461822E2;8.001208274E0;8.001208274E0
2.939949993E2;5.112190165E1;7.405793246E0;2.720352472E2;6.614080071E-1;3.149369354E2;8.001208274E0;8.001208274E0
2.949950145E2;5.112190253E1;7.405777172E0;2.720304653E2;7.052180767E-1;3.132435129E2;8.001208274E0;8.001208274E0
2.959950297E2;5.112190687E1;7.405766893E0;2.720271306E2;7.865555882E-1;3.155632637E2;8.001208274E0;8.001208274E0
2.969950466E2;5.112190954E1;7.405751100E0;2.720127347E2;7.865555882E-1;3.156192440E2;8.001208274E0;8.001208274E0
2.979950626E2;5.112191488E1;7.405742378E0;2.720026708E2;7.696626782E-1;3.146479911E2;8.001208274E0;8.001208274E0
2.989950783E2;5.112191751E1;7.405729834E0;2.719843609E2;7.696626782E-1;3.085847775E2;8.001208274E0;8.001208274E0
2.999950950E2;5.112191521E1;7.405715370E0;2.719740155E2;9.294344187E-1;3.071609563E2;8.001208274E0;8.001208274E0
3.009951105E2;5.112191703E1;7.405689402E0;2.719804242E2;9.294344187E-1;3.073662991E2;8.001208274E0;8.001208274E0
3.019951271E2;5.112192034E1;7.405663253E0;2.719751600E2;8.445079923E-1;3.096766789E2;8.001208274E0;8.001208274E0
3.029951422E2;5.112192376E1;7.405655713E0;2.719639219E2;6.168387532E-1;3.076156010E2;8.001208274E0;8.001208274E0
3.039951595E2;5.112192591E1;7.405640392E0;2.719517019E2;6.570523381E-1;3.085738765E2;8.001208274E0;8.001208274E0
3.049951746E2;5.112193205E1;7.405624494E0;2.719435035E2;6.570523381E-1;3.084412069E2;8.001208274E0;8.001208274E0
3.059951909E2;5.112193177E1;7.405614246E0;2.719227985E2;6.531728506E-1;3.068382981E2;8.001208274E0;8.001208274E0
3.069952079E2;5.112193725E1;7.405593166E0;2.719216343E2;5.080683231E-1;3.082786757E2;8.001208274E0;8.001208274E0
3.079952232E2;5.112194044E1;7.405583924E0;2.719038025E2;3.312804997E-1;3.093786367E2;8.001208274E0;8.001208274E0
3.089952399E2;5.112194785E1;7.405560537E0;2.718916647E2;7.233049870E-1;3.056597353E2;8.001208274E0;8.001208274E0
3.099952554E2;5.112195381E1;7.405543273E0;2.718664457E2;7.233049870E-1;3.098416962E2;8.001208274E0;8.001208274E0
3.109952734E2;5.112196023E1;7.405519023E0;2.718048174E2;1.001020908E0;3.022469630E2;8.001208274E0;8.001208274E0
3.119952878E2;5.112196559E1;7.405494740E0;2.716992832E2;1.107967257E0;2.822272687E2;8.001208274E0;8.001208274E0
3.129953040E2;5.112196954E1;7.405464800E0;2.715926818E2;1.107967257E0;2.889471913E2;8.001208274E0;8.001208274E0
3.139953196E2;5.112196471E1;7.405442752E0;2.714722134E2;9.716683030E-1;2.819534328E2;8.001208274E0;8.001208274E0
3.149953367E2;5.112197091E1;7.405417864E0;2.714043834E2;7.825341225E-1;2.781726772E2;8.001208274E0;8.001208274E0
3.159953526E2;5.112197026E1;7.405393799E0;2.712968833E2;4.223598540E-1;2.790904361E2;8.001208274E0;8.001208274E0
3.169953691E2;5.112196858E1;7.405367161E0;2.712102727E2;7.817144990E-1;2.809869337E2;8.001208274E0;8.001208274E0
3.179953853E2;5.112196903E1;7.405348151E0;2.711207248E2;7.817144990E-1;2.823414149E2;6.000906205E0;6.000906205E0
3.189954010E2;5.112196836E1;7.405332338E0;2.710487359E2;7.895369530E-1;2.825178523E2;6.000906205E0;6.000906205E0
3.199954174E2;5.112197193E1;7.405300609E0;2.709924831E2;5.646228194E-1;2.838227190E2;6.000906205E0;6.000906205E0
3.209954336E2;5.112197768E1;7.405285443E0;2.708724901E2;1.013191462E0;2.853495121E2;6.000906205E0;6.000906205E0
3.219954494E2;5.112198272E1;7.405263803E0;2.707927052E2;8.590572476E-1;2.892465722E2;6.000906205E0;6.000906205E0
3.229954661E2;5.112198177E1;7.405249702E0;2.707435829E2;8.590572476E-1;2.866571655E2;6.000906205E0;6.000906205E0
3.239954815E2;5.112198113E1;7.405237565E0;2.707417468E2;3.360528052E-1;2.900593100E2;6.000906205E0;6.000906205E0
3.249954972E2;5.112197950E1;7.405224619E0;2.707436232E2;6.797186732E-1;2.918416343E2;6.000906205E0;6.000906205E0
3.259955140E2;5.112197781E1;7.405196562E0;2.707490842E2;6.797186732E-1;2.916107192E2;8.001208274E0;8.001208274E0
3.269955305E2;5.112197755E1;7.405168447E0;2.707550960E2;9.477006793E-1;2.911998150E2;8.001208274E0;8.001208274E0
3.279955467E2;5.112197742E1;7.405144265E0;2.707565761E2;8.507428765E-1;3.016960946E2;8.001208274E0;8.001208274E0
3.289955620E2;5.112198152E1;7.405119520E0;2.707571361E2;8.507428765E-1;3.036785433E2;8.001208274E0;8.001208274E0
3.299955815E2;5.112198498E1;7.405104725E0;2.707438987E2;6.709538102E-1;3.041671751E2;8.001208274E0;8.001208274E0
3.309955947E2;5.112198793E1;7.405091311E0;2.707313689E2;6.632081866E-1;3.049041525E2;8.001208274E0;8.001208274E0
3.319956100E2;5.112198875E1;7.405074839E0;2.707205578E2;8.533940315E-1;3.004101612E2;8.001208274E0;8.001208274E0
3.329956276E2;5.112199196E1;7.405057229E0;2.707168125E2;8.533940315E-1;3.025712604E2;8.001208274E0;8.001208274E0
3.339956431E2;5.112199361E1;7.405033386E0;2.707060284E2;8.342021704E-1;3.026966627E2;6.000906205E0;6.000906205E0
3.349956591E2;5.112199738E1;7.405020034E0;2.706995942E2;7.203210592E-1;3.002749781E2;6.000906205E0;6.000906205E0
3.359956752E2;5.112199799E1;7.405005103E0;2.706867559E2;7.809002399E-1;3.017322673E2;6.000906205E0;6.000906205E0
3.369956913E2;5.112200272E1;7.404985297E0;2.706834945E2;7.809002399E-1;3.026371307E2;6.000906205E0;6.000906205E0
3.379957075E2;5.112200301E1;7.404961891E0;2.706678425E2;5.397657156E-1;3.091302637E2;6.000906205E0;6.000906205E0
3.389957240E2;5.112200783E1;7.404941503E0;2.706653434E2;5.397657156E-1;3.053877025E2;6.000906205E0;6.000906205E0
3.399957390E2;5.112201269E1;7.404926485E0;2.706494655E2;8.465653062E-1;3.036120173E2;6.000906205E0;6.000906205E0
3.409957563E2;5.112201699E1;7.404914838E0;2.706321398E2;1.005294442E0;3.079715904E2;6.000906205E0;6.000906205E0
3.419957712E2;5.112201855E1;7.404895473E0;2.706164820E2;1.005294442E0;2.880480379E2;8.001208274E0;8.001208274E0
3.429957887E2;5.112202478E1;7.404870998E0;2.706098351E2;1.005294442E0;2.858319147E2;8.001208274E0;8.001208274E0
3.439958042E2;5.112202243E1;7.404856916E0;2.705890105E2;5.972176194E-1;2.891501572E2;8.001208274E0;8.001208274E0
3.449958200E2;5.112202872E1;7.404841775E0;2.705945360E2;7.448011637E-1;2.901381578E2;8.001208274E0;8.001208274E0
3.459958361E2;5.112203090E1;7.404822391E0;2.705747090E2;7.448011637E-1;2.880809867E2;8.001208274E0;8.001208274E0
3.469958527E2;5.112202857E1;7.404807571E0;2.705656675E2;8.394691348E-1;2.856029941E2;8.001208274E0;8.001208274E0
3.479958695E2;5.112203199E1;7.404787525E0;2.705723165E2;7.893759608E-1;2.849528421E2;8.001208274E0;8.001208274E0
3.489958854E2;5.112203116E1;7.404767618E0;2.705618852E2;9.523282647E-1;2.845104097E2;8.001208274E0;8.001208274E0
3.499959019E2;5.112203281E1;7.404751003E0;2.705635337E2;9.523282647E-1;2.842526384E2;8.001208274E0;8.001208274E0
3.509959170E2;5.112203255E1;7.404734136E0;2.705583702E2;1.046891451E0;2.807126879E2;8.001208274E0;8.001208274E0
3.519959331E2;5.112203237E1;7.404716422E0;2.705586778E2;1.253911495E0;2.767475719E2;8.001208274E0;8.001208274E0
3.529959493E2;5.112203268E1;7.404703875E0;2.705592854E2;1.253911495E0;2.814780789E2;8.001208274E0;8.001208274E0
3.539959658E2;5.112202964E1;7.404686769E0;2.705583574E2;6.206857562E-1;2.800555964E2;8.001208274E0;8.001208274E0
3.549959819E2;5.112202929E1;7.404677331E0;2.705681248E2;6.206857562E-1;2.775968922E2;8.001208274E0;8.001208274E0
3.559959984E2;5.112202945E1;7.404663201E0;2.705702002E2;6.137996912E-1;2.789666184E2;8.001208274E0;8.001208274E0
3.569960144E2;5.112203304E1;7.404640747E0;2.705699133E2;6.137996912E-1;2.792557813E2;8.001208274E0;8.001208274E0
3.579960301E2;5.112202508E1;7.404617870E0;2.705582666E2;4.600486755E-1;2.783016585E2;8.001208274E0;8.001208274E0
3.589960467E2;5.112202228E1;7.404592807E0;2.705828649E2;3.709587157E-1;2.800295324E2;8.001208274E0;8.001208274E0
3.599960619E2;5.112202477E1;7.404570225E0;2.705944159E2;5.729256868E-1;2.889779545E2;8.001208274E0;8.001208274E0
3.609960785E2;5.112201846E1;7.404549820E0;2.705874960E2;9.095380306E-1;2.788911858E2;8.001208274E0;8.001208274E0
3.619960946E2;5.112202478E1;7.404516072E0;2.706072386E2;7.334038019E-1;2.818357623E2;6.000906205E0;6.000906205E0
3.629961106E2;5.112202539E1;7.404505228E0;2.705887508E2;7.799147367E-1;2.826788808E2;6.000906205E0;6.000906205E0
3.639961276E2;5.112202967E1;7.404478073E0;2.705849245E2;4.822432697E-1;2.818340684E2;6.000906205E0;6.000906205E0
3.649961435E2;5.112203105E1;7.404461023E0;2.705706716E2;6.282425523E-1;2.930101703E2;6.000906205E0;6.000906205E0
3.659961593E2;5.112203729E1;7.404435528E0;2.705647694E2;6.282425523E-1;2.822419946E2;6.000906205E0;6.000906205E0
3.669961758E2;5.112204347E1;7.404412428E0;2.705247383E2;7.330785990E-1;2.825332612E2;6.000906205E0;6.000906205E0
3.679961911E2;5.112204383E1;7.404382739E0;2.704531967E2;8.491763473E-1;2.874708596E2;6.000906205E0;6.000906205E0
3.689962084E2;5.112204116E1;7.404363474E0;2.703832282E2;1.087794065E0;2.840749169E2;6.000906205E0;6.000906205E0
3.699962233E2;5.112203929E1;7.404345562E0;2.703422836E2;1.087794065E0;2.930598122E2;6.000906205E0;6.000906205E0
3.709962399E2;5.112204698E1;7.404317650E0;2.703042414E2;1.087794065E0;3.130058770E2;6.000906205E0;6.000906205E0
3.719962558E2;5.112204665E1;7.404300653E0;2.702273506E2;6.329739690E-1;3.097466200E2;6.000906205E0;6.000906205E0
3.729962718E2;5.112204701E1;7.404281627E0;2.701854392E2;8.620702028E-1;2.961530409E2;6.000906205E0;6.000906205E0
3.739962883E2;5.112204990E1;7.404263650E0;2.701417796E2;7.617383599E-1;2.932978033E2;6.000906205E0;6.000906205E0
3.749963051E2;5.112205291E1;7.404244496E0;2.700974234E2;7.617383599E-1;2.955787586E2;6.000906205E0;6.000906205E0
3.759963210E2;5.112205287E1;7.404237467E0;2.700517341E2;9.080713987E-1;3.004114453E2;6.000906205E0;6.000906205E0
3.769963375E2;5.112205393E1;7.404226542E0;2.700333499E2;9.080713987E-1;2.977729159E2;6.000906205E0;6.000906205E0
3.779963627E2;5.112205162E1;7.404208434E0;2.700091818E2;8.615598083E-1;3.010518165E2;6.000906205E0;6.000906205E0
3.789963690E2;5.112205121E1;7.404197656E0;2.699723503E2;5.386429429E-1;2.963872344E2;6.000906205E0;6.000906205E0
3.799963844E2;5.112205053E1;7.404176918E0;2.699473537E2;7.051633000E-1;2.931489871E2;6.000906205E0;6.000906205E0
3.809964013E2;5.112205069E1;7.404158625E0;2.699035729E2;7.051633000E-1;2.956055876E2;6.000906205E0;6.000906205E0
3.819964180E2;5.112204829E1;7.404142001E0;2.698786778E2;7.051633000E-1;2.929579604E2;6.000906205E0;6.000906205E0
3.829964333E2;5.112204975E1;7.404123981E0;2.698761883E2;8.026576042E-1;2.853730080E2;6.000906205E0;6.000906205E0
3.839964502E2;5.112204220E1;7.404109430E0;2.698759394E2;4.311285913E-1;2.874988634E2;6.000906205E0;6.000906205E0
3.849964660E2;5.112204599E1;7.404088867E0;2.698759145E2;7.098615766E-1;2.824807234E2;6.000906205E0;6.000906205E0
3.859964818E2;5.112204985E1;7.404078139E0;2.698759120E2;7.098615766E-1;2.773263894E2;6.000906205E0;6.000906205E0
3.869964975E2;5.112204577E1;7.404062957E0;2.698759117E2;7.098615766E-1;2.775206400E2;6.000906205E0;6.000906205E0
3.879965148E2;5.112204380E1;7.404049407E0;2.698759117E2;9.186288714E-1;2.793179087E2;6.000906205E0;6.000906205E0
3.889965305E2;5.112204156E1;7.404021222E0;2.698759117E2;1.132692218E0;2.774190068E2;6.000906205E0;6.000906205E0
3.899965459E2;5.112203954E1;7.403994501E0;2.698759117E2;9.186288714E-1;2.772592623E2;6.000906205E0;6.000906205E0
3.909965625E2;5.112203753E1;7.403970427E0;2.698759117E2;1.132692218E0;2.682701597E2;6.000906205E0;6.000906205E0
3.919965789E2;5.112203804E1;7.403949186E0;2.698759117E2;1.196694970E0;2.656648796E2;6.000906205E0;6.000906205E0
3.929965950E2;5.112203057E1;7.403921306E0;2.698759117E2;1.196694970E0;2.715061940E2;6.000906205E0;6.000906205E0
3.939966112E2;5.112202934E1;7.403912029E0;2.698759117E2;1.177855015E0;2.678026195E2;6.000906205E0;6.000906205E0
3.949966271E2;5.112201953E1;7.403892646E0;2.698759117E2;1.017147303E0;2.676268924E2;6.000906205E0;6.000906205E0
3.959966427E2;5.112202103E1;7.403878105E0;2.698759117E2;8.511061072E-1;2.708313986E2;6.000906205E0;6.000906205E0
3.969966596E2;5.112202063E1;7.403859740E0;2.698759117E2;9.051088691E-1;2.674487884E2;6.000906205E0;6.000906205E0
3.979966758E2;5.112201730E1;7.403847515E0;2.698759117E2;8.886415362E-1;2.679841387E2;6.000906205E0;6.000906205E0
3.989966918E2;5.112201515E1;7.403826929E0;2.698759117E2;8.886415362E-1;2.695026536E2;6.000906205E0;6.000906205E0
3.999967074E2;5.112201222E1;7.403802379E0;2.698759117E2;9.129460454E-1;2.676353619E2;6.000906205E0;6.000906205E0
4.009967242E2;5.112201345E1;7.403789376E0;2.698759117E2;1.132966280E0;2.660267157E2;6.000906205E0;6.000906205E0
4.019967406E2;5.112201198E1;7.403761615E0;2.698759117E2;9.655320048E-1;2.672935519E2;6.000906205E0;6.000906205E0
4.029967561E2;5.112200576E1;7.403738446E0;2.698759117E2;1.132966280E0;2.696220453E2;6.000906205E0;6.000906205E0
4.039967719E2;5.112200367E1;7.403708083E0;2.698759117E2;1.153412104E0;2.707729049E2;6.000906205E0;6.000906205E0
4.049967886E2;5.112200131E1;7.403684945E0;2.698759117E2;1.153412104E0;2.707973843E2;6.000906205E0;6.000906205E0
4.059968054E2;5.112199756E1;7.403666188E0;2.698759117E2;1.153412104E0;2.705960576E2;6.000906205E0;6.000906205E0
4.069968208E2;5.112199771E1;7.403654497E0;2.698759117E2;9.188696146E-1;2.687911665E2;6.000906205E0;6.000906205E0
4.079968370E2;5.112199694E1;7.403632336E0;2.698759117E2;1.063451052E0;2.684148504E2;6.000906205E0;6.000906205E0
4.089968526E2;5.112199269E1;7.403608619E0;2.698759117E2;1.575097084E0;2.605128406E2;6.000906205E0;6.000906205E0
4.099968700E2;5.112199010E1;7.403579960E0;2.698759117E2;1.188173413E0;2.630224707E2;6.000906205E0;6.000906205E0
4.109968848E2;5.112198952E1;7.403554979E0;2.698759117E2;1.261285424E0;2.625956931E2;6.000906205E0;6.000906205E0
4.119969014E2;5.112198623E1;7.403538761E0;2.698759117E2;1.324233532E0;2.607554216E2;6.000906205E0;6.000906205E0
4.129969175E2;5.112197551E1;7.403518545E0;2.698759117E2;1.324233532E0;2.592982964E2;6.000906205E0;6.000906205E0
4.139969337E2;5.112196957E1;7.403506768E0;2.698759117E2;1.263116956E0;2.587666071E2;6.000906205E0;6.000906205E0
4.149969500E2;5.112196271E1;7.403496705E0;2.698759117E2;1.263116956E0;2.576766182E2;6.000906205E0;6.000906205E0
4.159969672E2;5.112196590E1;7.403476100E0;2.698759117E2;1.500955105E0;2.474674252E2;6.000906205E0;6.000906205E0
4.169969821E2;5.112196408E1;7.403450571E0;2.698759117E2;1.500955105E0;2.474664963E2;6.000906205E0;6.000906205E0
4.179969985E2;5.112195088E1;7.403426689E0;2.698759117E2;1.360249758E0;2.519596952E2;6.000906205E0;6.000906205E0
4.189970144E2;5.112194657E1;7.403397691E0;2.698759117E2;1.360249758E0;2.544150936E2;6.000906205E0;6.000906205E0
4.199970303E2;5.112193392E1;7.403368811E0;2.698759117E2;1.209835052E0;2.549341880E2;6.000906205E0;6.000906205E0
4.209970462E2;5.112193068E1;7.403348586E0;2.699099968E2;1.209835052E0;2.551943362E2;6.000906205E0;6.000906205E0
4.219970628E2;5.112192314E1;7.403331061E0;2.699238972E2;1.209835052E0;2.529554549E2;6.000906205E0;6.000906205E0
4.229970788E2;5.112191574E1;7.403306405E0;2.699497319E2;1.369068146E0;2.504386941E2;6.000906205E0;6.000906205E0
4.239970952E2;5.112190343E1;7.403272767E0;2.699762930E2;1.455899954E0;2.493744140E2;6.000906205E0;6.000906205E0
4.249971123E2;5.112190032E1;7.403249324E0;2.700188295E2;1.614189386E0;2.498729905E2;6.000906205E0;6.000906205E0
4.259971269E2;5.112189112E1;7.403224000E0;2.700331356E2;1.455899954E0;2.480285389E2;6.000906205E0;6.000906205E0
4.269971433E2;5.112188931E1;7.403201086E0;2.700643941E2;1.399922848E0;2.510920426E2;6.000906205E0;6.000906205E0
