"Time (s)"	"X (hPa)"
2.055339192E2	9.706832886E2
2.064832302E2	9.706840515E2
2.074325402E2	9.706857300E2
2.083818112E2	9.706883240E2
2.093311432E2	9.706886292E2
2.102805032E2	9.706886292E2
2.112298362E2	9.706884003E2
2.121791712E2	9.706869507E2
2.131284802E2	9.706855011E2
2.140778492E2	9.706838226E2
2.150272492E2	9.706813049E2
2.159766182E2	9.706782532E2
2.169259472E2	9.706777191E2
2.178754772E2	9.706767273E2
2.188249342E2	9.706761932E2
2.197745202E2	9.706755066E2
2.207240972E2	9.706746674E2
2.216737292E2	9.706735229E2
2.226232982E2	9.706734467E2
2.235729592E2	9.706734467E2
2.245225592E2	9.706734467E2
2.254721442E2	9.706736755E2
2.264217152E2	9.706742096E2
2.273713182E2	9.706753540E2
2.283210472E2	9.706765747E2
2.292707562E2	9.706775665E2
2.302204822E2	9.706803131E2
2.311702192E2	9.706844330E2
2.321199502E2	9.706866455E2
2.330697242E2	9.706885529E2
2.340195402E2	9.706918335E2
2.349693732E2	9.706918335E2
2.359191872E2	9.706915283E2
2.368689562E2	9.706912231E2
2.378188212E2	9.706909943E2
2.387686702E2	9.706909943E2
2.397184792E2	9.706927490E2
2.406683402E2	9.706938171E2
2.416182812E2	9.706938171E2
2.425682812E2	9.706935883E2
2.435183362E2	9.706903839E2
2.444682882E2	9.706858063E2
2.454182322E2	9.706796265E2
2.463681502E2	9.706747437E2
2.473180682E2	9.706700897E2
2.482680332E2	9.706694031E2
2.492180002E2	9.706694031E2
2.501680272E2	9.706713104E2
2.511181272E2	9.706730652E2
2.520681862E2	9.706766510E2
2.530183412E2	9.706781006E2
2.539684942E2	9.706795502E2
2.549186912E2	9.706816864E2
2.558688832E2	9.706821442E2
2.568189932E2	9.706830597E2
2.577691462E2	9.706842804E2
2.587192262E2	9.706865692E2
2.596696332E2	9.706872559E2
2.606200862E2	9.706893158E2
2.615706592E2	9.706893158E2
2.625211152E2	9.706892395E2
2.634715852E2	9.706870270E2
2.644221622E2	9.706850433E2
2.653728052E2	9.706826019E2
2.663234862E2	9.706774902E2
2.672741622E2	9.706732941E2
