"Time (s)";"Acceleration x (m/s^2)";"Acceleration y (m/s^2)";"Acceleration z (m/s^2)"
3.547798735E2;2.163161278E0;-3.922181320E1;1.074996591E0
3.547998335E2;-1.352723986E-1;-3.201287079E1;-3.434482336E0
3.548099025E2;3.162740469E0;-2.496793175E1;-5.734113216E0
3.548298765E2;5.614402771E0;-1.715565300E1;6.093243361E-1
3.548498625E2;1.038484955E1;-1.105522633E1;5.335478306E0
3.548598675E2;1.280179691E1;-9.239224434E0;6.008249283E0
3.548700705E2;1.265215874E1;-8.883685112E0;4.023456097E0
3.548810075E2;7.466318130E0;-9.782708168E0;1.321599364E0
3.548998035E2;1.197100850E-3;-9.028534889E0;1.273715258E0
3.549101745E2;-7.062895298E-1;-3.247734547E0;5.983109951E0
3.549298075E2;2.226607651E-1;4.029441357E0;1.099417400E1
3.549399055E2;1.388636976E-1;5.497087002E0;1.049618053E1
3.549599235E2;-9.696517140E-2;7.758410454E0;9.193734169E0
3.549703165E2;-2.322375625E-1;8.271966934E0;9.072827339E0
3.549899215E2;-3.069366693E0;6.178237438E0;7.468712330E0
3.550098675E2;-5.859808445E0;2.264914751E0;1.997961283E0
3.550198975E2;-7.175422668E0;3.411737382E-1;-4.721365929E0
3.550303435E2;-8.082824707E0;-2.857479811E0;-1.565568447E1
3.550500865E2;2.082955539E-1;-7.612364292E0;-3.459741211E1
3.550699935E2;-2.677914619E0;-4.669890404E0;-2.849099934E-1
3.550801605E2;-4.388571739E0;-5.403713226E0;2.486977005E1
3.550998765E2;-7.589619160E-1;-1.048181534E1;2.333867836E1
3.551112415E2;-2.464830637E0;-1.728134727E1;2.460161972E1
3.551301525E2;-4.474762917E0;-2.454176521E1;1.769554520E1
3.551501515E2;6.548141837E-1;-2.760993385E1;5.165490150E0
3.551698855E2;4.473566055E0;-2.888604355E1;9.193734527E-1
3.551803525E2;5.847837448E0;-3.028425789E1;1.697489023E0
3.551998145E2;2.196799850E1;-3.825575256E1;2.347514868E0
3.552102585E2;3.544855118E1;-3.328060150E1;-2.912905502E1
3.552299365E2;2.625122452E1;-1.857421684E1;-2.800138664E1
3.552499275E2;7.574057102E0;-1.168250751E1;3.102885485E0
3.552616485E2;5.020640850E0;-1.173278522E1;-3.737348795E0
3.552803145E2;3.645172119E0;-4.548983097E0;-1.515769100E1
3.553000255E2;5.337872505E0;4.764461517E-1;3.292027414E-1
3.553100605E2;5.475539207E0;9.552865028E-1;-2.821566820E0
3.553201515E2;5.662287235E0;2.602497339E0;-1.064222622E1
3.553399425E2;5.298368454E0;4.760869980E0;-2.140775490E1
3.553598025E2;-1.005564705E-1;2.211045265E0;-5.038597584E0
3.553701625E2;-1.995567083E0;9.493009448E-1;-3.861847401E0
3.553898785E2;-3.075352192E0;-1.679532528E0;-7.131129742E0
3.553998935E2;-2.477998734E0;-2.396595955E0;-6.312312603E0
3.554099665E2;-1.550245643E0;-3.076549292E0;-5.455188751E0
3.554299265E2;1.863885999E0;-4.611232281E0;-2.810792685E0
3.554499015E2;7.757213593E0;-1.425507736E1;-1.429338455E0
3.554614585E2;1.042794514E1;-2.155499840E1;6.835445762E-1
3.554800225E2;9.974244118E0;-3.385879898E1;-6.093243361E-1
3.554997965E2;6.703764796E-1;-3.898358917E1;-9.265560508E-1
3.555099345E2;-9.002198577E-1;-3.607583237E1;-1.750161409E0
3.555299065E2;5.495890141E0;-2.223016357E1;-2.375048161E0
3.555497955E2;8.599972725E0;-1.267250919E1;7.841010690E-1
3.555597955E2;9.953893661E0;-9.830592155E0;2.873042107E0
3.555699705E2;1.032379818E1;-8.842984200E0;4.471171856E0
3.555897735E2;3.594893932E0;-9.662998199E0;3.412934542E0
3.556000095E2;2.765302956E-1;-9.325415611E0;2.032677174E0
3.556102685E2;-2.499546528E0;-8.786720276E0;1.905784607E0
3.556319915E2;-2.612074137E0;-4.436455727E0;4.108449936E0
3.556499215E2;-3.495534360E-1;3.799597979E0;8.178592682E0
3.556625255E2;4.788403399E-3;7.208941460E0;8.512583733E0
3.556798215E2;-7.661445141E-1;8.403648376E0;5.530605793E0
3.556898705E2;-1.521515131E0;9.084798813E0;1.176750183E0
3.557098745E2;-3.355473757E0;6.184223175E0;4.062960148E0
3.557200135E2;-4.220977783E0;3.971980572E0;4.443638325E0
3.557398045E2;-3.017891169E0;-1.017535701E-1;-3.119644880E0
3.557498545E2;-1.049857497E0;-3.609259129E0;-2.371456718E1
3.557603785E2;3.673902512E0;-1.107916832E1;-3.922181320E1
3.557798945E2;2.420537949E0;-1.125753593E1;1.976413488E0
3.557899965E2;-3.112462163E-1;-8.163030624E0;2.083793449E1
3.558000895E2;-2.960430384E0;-1.144188976E1;1.994489670E1
3.558198685E2;-5.272032261E0;-1.857421684E1;2.594716072E1
3.558300675E2;-7.029376030E0;-1.874420547E1;2.403419304E1
3.558500265E2;-5.470750809E0;-1.936789513E1;1.260786629E1
3.558699175E2;-7.386112213E-1;-2.377801323E1;2.791639090E0
3.558898945E2;4.412513733E0;-2.940558434E1;3.609259129E0
