"Time (s)";"Acceleration x (m/s^2)";"Acceleration y (m/s^2)";"Acceleration z (m/s^2)"
1.030590375E2;8.180719376E0;-1.645761681E1;-3.110326767E0
1.030709484E2;6.866129875E0;-1.210898113E1;1.453577280E0
1.030828625E2;4.243291378E0;-9.399454117E0;4.117375374E0
1.030947719E2;1.484443307E0;-6.354115486E0;5.957473278E0
1.031066828E2;-1.081393957E0;-3.548053741E0;5.568261623E0
1.031185953E2;-2.568317652E0;-9.330299497E-1;4.406059265E0
1.031305063E2;-3.919806242E0;1.236595631E0;3.379291296E0
1.031424250E2;-5.287987232E0;1.968876600E0;4.398704052E0
1.031543313E2;-5.853401661E0;2.499556065E0;6.532627583E0
1.031662406E2;-5.357524395E0;3.587203503E0;7.510591984E0
1.031781531E2;-4.594578743E0;4.478162766E0;6.078753471E0
1.031900656E2;-4.094985008E0;5.095081329E0;4.833060265E0
1.032019766E2;-3.711998940E0;5.629237175E0;4.338733673E0
1.032138969E2;-3.525193930E0;5.292210579E0;3.643591881E0
1.032258000E2;-3.544108152E0;3.871261120E0;2.991564751E0
1.032377109E2;-4.332901955E0;1.732750893E0;-1.967660308E0
1.032496219E2;-3.454813957E0;-1.374549508E0;-1.537244129E1
1.032615406E2;1.300530434E0;-4.491694927E0;-2.104450607E1
1.032734453E2;4.651320934E0;-7.253722668E0;-2.930046082E1
1.032853578E2;7.740626335E0;-9.790265083E0;-3.169050598E1
1.032972688E2;8.465322495E0;-3.523613691E0;1.783216858E1
1.033091797E2;2.831162691E0;-2.240886688E0;2.039071655E1
1.033210922E2;-1.848936677E0;-3.135695457E0;1.195667171E1
1.033330031E2;-2.191288233E0;-5.916570187E0;1.202089500E1
1.033449141E2;-3.732685089E0;-8.641458511E0;1.353362656E1
1.033568266E2;-5.982937336E0;-1.234385300E1;1.502040768E1
1.033687391E2;-6.688786507E0;-1.799466515E1;1.711028671E1
1.033806531E2;-5.886020660E0;-2.901740837E1;1.322933388E1
1.033925625E2;-4.782005787E0;-3.494057846E1;9.169993401E0
1.034044734E2;-1.996448278E0;-3.569165802E1;5.778846264E0
1.034163859E2;1.816959739E0;-3.392074203E1;3.934650183E0
1.034282953E2;6.000434399E0;-3.309315109E1;2.073120117E0
1.034402250E2;1.591353130E1;-2.867368698E1;-4.503264618E1
1.034521188E2;1.355441856E1;-2.349450111E1;-8.360207558E0
1.034640312E2;9.719606400E0;-2.402745056E1;6.618147850E0
1.034759422E2;1.240271187E1;-1.977409554E1;3.350177765E0
1.034878547E2;1.320565987E1;-1.662951088E1;-7.628118038E0
1.034997656E2;1.067051697E1;-1.538581085E1;-9.818832397E0
1.035116781E2;1.002782631E1;-1.325183010E1;-8.576940536E0
1.035235891E2;1.089361858E1;-8.989403725E0;-4.660505295E0
1.035355000E2;1.073176003E1;-5.466249943E0;-9.445891976E-1
1.035474125E2;1.024114895E1;-3.607027531E0;-2.215613604E0
1.035593234E2;8.559223175E0;-4.367598593E-1;-4.163038254E0
1.035712344E2;7.082144737E0;3.178053617E0;-8.497979164E0
1.035831469E2;4.491292477E0;5.782514095E0;-1.346325684E1
1.035950578E2;5.588833094E-1;4.435172558E0;-1.161151505E1
1.036069703E2;-2.512618780E0;2.943939209E0;-7.926981449E0
1.036189016E2;-4.083636761E0;1.984649539E0;-5.603676796E0
1.036307922E2;-4.691007137E0;1.248968840E0;-3.511977673E0
1.036427047E2;-3.281330109E0;1.372356415E0;-3.023656607E0
