"Time (s)";"X (rad/s)";"Y (rad/s)";"Z (rad/s)"
3.475892625E0;-4.811165035E-1;7.525368333E-1;-4.870165288E-1
3.485922000E0;-2.048910409E-1;7.820084095E-1;-6.847266555E-1
3.495932000E0;3.659625724E-2;8.653316498E-1;-7.368728518E-1
3.505941000E0;2.651939988E-1;9.056417942E-1;-6.832602024E-1
3.515921000E0;4.648716152E-1;8.101987243E-1;-4.531539977E-1
3.525930000E0;5.902937055E-1;6.517049670E-1;-6.006503478E-2
3.535940000E0;5.794997811E-1;4.607253373E-1;3.200215101E-1
3.545950000E0;4.215938151E-1;2.499899417E-1;5.207093358E-1
3.555929000E0;1.585286111E-1;-7.630382478E-2;4.886527956E-1
3.565939000E0;-2.253838629E-2;-6.664043665E-1;2.466151416E-1
3.575949000E0;-4.680154379E-3;-1.578568816E0;-5.239006877E-2
3.585959000E0;3.056127429E-1;-2.771680117E0;-3.769284785E-1
3.595968000E0;9.048047662E-2;-2.964882612E0;-4.849876165E-1
3.605948000E0;-1.705495268E-1;-2.652540684E0;-4.649667740E-1
3.615957000E0;-3.081204891E-1;-2.214723825E0;-2.468797863E-1
3.625967000E0;-4.875224531E-1;-1.790416002E0;1.326454580E-1
3.635977000E0;-4.051665962E-1;-1.806599259E0;7.519097328E-1
3.645956000E0;-2.571451962E-1;-1.583614349E0;1.551603913E0
3.655966000E0;-3.727665246E-1;-8.539607525E-1;2.430197716E0
3.665976000E0;-7.674999833E-1;2.577209473E-1;3.129926205E0
3.675985000E0;-1.216912508E0;1.096605539E0;3.461852074E0
3.685965000E0;-1.658211350E0;1.754357934E0;3.264743567E0
3.695974000E0;-1.991616845E0;2.376455784E0;2.596277714E0
3.705984000E0;-2.039641380E0;2.938684940E0;1.568669677E0
3.715994000E0;-1.774383903E0;3.124822855E0;3.750822842E-1
3.725973000E0;-1.267691731E0;2.526543617E0;-5.491744280E-1
3.735983000E0;-6.473737359E-1;1.379131317E0;-8.679311872E-1
3.745993000E0;-1.070423275E-1;2.177551985E-1;-6.607756019E-1
3.756002000E0;3.291977048E-1;-5.358236432E-1;-2.966528535E-1
3.765982000E0;6.055542231E-1;-8.040077090E-1;-1.878501847E-2
3.775991000E0;7.172482610E-1;-7.311201692E-1;9.273537993E-2
3.786001000E0;7.405818105E-1;-5.875494480E-1;3.373970836E-2
3.796011000E0;6.922869682E-1;-4.563139081E-1;-5.388894305E-2
3.805990000E0;5.873123407E-1;-3.549611866E-1;-1.106105447E-1
3.816000000E0;4.537742734E-1;-2.791633606E-1;-1.526647955E-1
3.826010000E0;3.137236834E-1;-2.595105469E-1;-1.850136817E-1
3.836020000E0;1.934614480E-1;-3.050311804E-1;-2.345143855E-1
