"Time (s)"	"X (rad/s)"	"Y (rad/s)"	"Z (rad/s)"
1.974115958E0	2.171206027E-1	-8.278639317E-1	3.280841410E-1
1.984095958E0	2.604094744E-1	-7.292529345E-1	3.164573014E-1
1.994104958E0	2.094625235E-1	-6.008640528E-1	2.880412340E-1
2.004114958E0	1.223699600E-1	-4.719852209E-1	2.882787883E-1
2.014093958E0	8.282370120E-2	-3.465930521E-1	3.018307388E-1
2.024103958E0	1.487659812E-1	-1.946125925E-1	3.221184313E-1
2.034113958E0	2.919816971E-1	2.758410061E-3	3.641780913E-1
2.044092958E0	4.526406229E-1	1.724454463E-1	4.104832709E-1
2.054102958E0	5.540671945E-1	2.701267302E-1	4.332952201E-1
2.064112958E0	5.356833935E-1	2.631708384E-1	4.086980224E-1
2.074091958E0	4.003941119E-1	1.129307970E-1	3.468151093E-1
2.084101958E0	2.210208923E-1	-5.045041069E-2	2.737677991E-1
2.094110958E0	6.477639079E-2	-1.083532572E-1	2.131316960E-1
2.104120958E0	-1.754697412E-2	-4.670640826E-2	1.904617995E-1
2.114099958E0	2.981681377E-3	4.698686302E-2	2.054759264E-1
2.124109958E0	8.846861869E-2	1.434143335E-1	2.114443332E-1
2.134119958E0	1.869198233E-1	2.446581274E-1	1.803758889E-1
2.144098958E0	2.419588268E-1	2.946704328E-1	1.392124742E-1
2.154108958E0	2.475084364E-1	2.343986332E-1	1.319848299E-1
2.164118958E0	2.333587855E-1	1.452578455E-1	1.286809146E-1
2.174097958E0	2.030383497E-1	8.491207659E-2	1.229104400E-1
2.184107958E0	1.536146104E-1	4.325544089E-2	1.281078607E-1
2.194117958E0	8.313572407E-2	4.348328337E-3	1.443864554E-1
2.204096958E0	1.861611940E-2	-2.835981548E-2	1.363330483E-1
2.214106958E0	-2.756835520E-2	-3.529043496E-2	7.337528467E-2
2.224115958E0	-7.821075618E-2	7.404564880E-3	-3.772494383E-3
2.234125958E0	-1.320423782E-1	1.181136370E-1	-6.796260178E-2
2.244104958E0	-1.773898900E-1	3.156813085E-1	-1.133463234E-1
2.254114958E0	-1.658874303E-1	5.366845727E-1	-1.248684525E-1
2.264124958E0	-6.134505570E-2	6.156185269E-1	-1.016789824E-1
2.274103958E0	1.140345857E-1	5.878394246E-1	-8.225425333E-2
2.284113958E0	2.781423032E-1	5.674260259E-1	-9.507657588E-2
2.294123958E0	3.631072342E-1	6.372656226E-1	-1.346234679E-1
2.304102958E0	3.662183285E-1	7.456341386E-1	-1.897903085E-1
2.314112958E0	3.561245501E-1	8.434088826E-1	-2.516820431E-1
2.324121958E0	3.604788184E-1	9.667832851E-1	-3.485934138E-1
2.334101958E0	4.187041819E-1	1.139653087E0	-5.335815549E-1
2.344110958E0	4.948577881E-1	1.293200374E0	-7.642528415E-1
2.354120958E0	4.507157207E-1	1.429699779E0	-8.706675768E-1
2.364130958E0	2.903910279E-1	1.657554865E0	-8.331249952E-1
2.374109958E0	1.254393458E-1	1.954393625E0	-7.764493227E-1
2.384119958E0	3.397121280E-2	2.292878628E0	-7.692878246E-1
2.394129958E0	4.099725187E-2	2.692252874E0	-8.441174030E-1
2.404108958E0	1.301470995E-1	3.049355984E0	-9.969695210E-1
2.414118958E0	2.109916061E-1	3.327000856E0	-1.253663301E0
2.424128958E0	1.799902767E-1	3.500265837E0	-1.636899948E0
2.434107958E0	1.917998195E-1	3.237011194E0	-1.864735842E0
2.444117958E0	2.297597229E-1	2.898191690E0	-1.947127104E0
2.454126958E0	2.251966298E-1	2.716561317E0	-1.926031590E0
2.464136958E0	1.703927666E-1	2.759853363E0	-1.826277256E0
2.474115958E0	9.236244857E-2	2.888884544E0	-1.648460507E0
2.484125958E0	1.815745980E-2	2.961967945E0	-1.463763118E0
2.494135958E0	5.198783241E-3	2.968950272E0	-1.457118869E0
2.504114958E0	7.797498256E-2	2.917992830E0	-1.634905934E0
2.514124958E0	1.520967782E-1	2.821711540E0	-1.807083011E0
2.524134958E0	1.872635633E-1	2.859945774E0	-1.849868298E0
2.534113958E0	2.519584894E-1	3.082547665E0	-1.864693403E0
2.544123958E0	3.449954689E-1	3.249858618E0	-1.898399949E0
2.554132958E0	4.534108341E-1	3.210023403E0	-1.918852568E0
2.564112958E0	5.700450540E-1	2.953573465E0	-1.899968624E0
2.574121958E0	7.005622983E-1	2.461668015E0	-1.839413881E0
2.584131958E0	8.375824690E-1	1.870964050E0	-1.763498425E0
2.594141958E0	9.359990954E-1	1.350511432E0	-1.742722869E0
2.604120958E0	9.676651955E-1	1.108574271E0	-1.829419374E0
2.614130958E0	9.687405229E-1	1.205242038E0	-1.985575676E0
2.624140958E0	9.260585904E-1	1.417971373E0	-2.062011003E0
2.634119958E0	8.561884761E-1	1.667779088E0	-2.000147581E0
2.644129958E0	7.700940967E-1	1.880660534E0	-1.900433898E0
2.654139958E0	7.889455557E-1	2.111889601E0	-1.866035461E0
2.664118958E0	9.086998701E-1	2.362855673E0	-1.860383987E0
2.674128958E0	1.037625909E0	2.559776306E0	-1.798503041E0
2.684137958E0	1.077447653E0	2.525869370E0	-1.656061769E0
2.694117958E0	1.070445418E0	2.192608595E0	-1.489702344E0
2.704126958E0	1.006372333E0	1.574306488E0	-1.300127268E0
2.714156375E0	9.458025098E-1	9.453882575E-1	-1.159364939E0
2.724166375E0	9.313362241E-1	5.173588395E-1	-1.122689128E0
2.734145375E0	9.976646900E-1	3.242755234E-1	-1.238983274E0
2.744155375E0	1.145670414E0	3.191896677E-1	-1.440675735E0
2.754165375E0	1.312637687E0	3.924456835E-1	-1.561530590E0
2.764144375E0	1.417212725E0	5.251088738E-1	-1.534655213E0
2.774154375E0	1.411712050E0	7.509597540E-1	-1.431257486E0
2.784163375E0	1.299279213E0	9.993026853E-1	-1.308479071E0
2.794143375E0	1.169663906E0	1.377904892E0	-1.237047553E0
2.804152375E0	1.057875514E0	1.763438225E0	-1.197990656E0
2.814162375E0	9.583634734E-1	1.910461664E0	-1.124578476E0
2.824141375E0	8.451604843E-1	1.826120138E0	-1.084545016E0
2.834151375E0	7.516363859E-1	1.559222341E0	-1.117185831E0
2.844161375E0	7.292360067E-1	1.124434710E0	-1.211211681E0
2.854171375E0	7.802115679E-1	6.121424437E-1	-1.284443736E0
2.864150375E0	8.463844657E-1	2.497818619E-1	-1.287472606E0
2.874160375E0	8.885052204E-1	1.284513026E-1	-1.215932608E0
2.884170375E0	8.865834475E-1	2.545474470E-1	-1.078469872E0
2.894149375E0	8.576485515E-1	6.374267340E-1	-9.292231202E-1
2.904159375E0	8.167863488E-1	1.142642736E0	-8.171951175E-1
2.914168375E0	7.525065541E-1	1.548436165E0	-7.652181983E-1
2.924148375E0	7.117551565E-1	1.812578321E0	-7.832999825E-1
2.934157375E0	7.324341536E-1	1.947571516E0	-8.131330013E-1
2.944167375E0	8.729750514E-1	2.044987679E0	-8.580408096E-1
2.954146375E0	9.945022464E-1	1.925076246E0	-9.403340220E-1
2.964156375E0	1.032415748E0	1.753212094E0	-1.035116911E0
2.974166375E0	1.012761474E0	1.483349562E0	-1.073148131E0
2.984176375E0	9.146234393E-1	1.223590136E0	-1.054929256E0
2.994155375E0	7.729544640E-1	9.664381742E-1	-1.030063868E0
3.004165375E0	6.040149331E-1	6.746380329E-1	-9.767076969E-1
3.014174375E0	5.420704484E-1	4.403379560E-1	-8.627147675E-1
3.024154375E0	5.948215127E-1	2.525238395E-1	-6.988744140E-1
3.034163375E0	7.011036873E-1	1.844874769E-1	-5.141960979E-1
3.044173375E0	7.955330014E-1	2.047781050E-1	-3.126749694E-1
3.054152375E0	8.332670331E-1	2.289809734E-1	-1.274472922E-1
3.064162375E0	8.140273094E-1	2.441655248E-1	-5.074778572E-3
3.074172375E0	7.516401410E-1	2.121056616E-1	3.144584596E-2
3.084182375E0	6.729890108E-1	2.586025894E-1	4.768021032E-2
3.094161375E0	6.178664565E-1	4.270858467E-1	-3.702602535E-2
3.104171375E0	4.542908370E-1	5.748718381E-1	-1.935674250E-1
3.114181375E0	2.865974009E-1	7.917056084E-1	-3.707103729E-1
3.124160375E0	1.492150426E-1	8.944714069E-1	-5.175504088E-1
3.134170375E0	4.595410824E-2	1.009542823E0	-6.988414526E-1
3.144179375E0	-1.153538302E-1	8.672540784E-1	-9.019227028E-1
3.154159375E0	-3.094538152E-1	7.015221119E-1	-1.119672894E0
3.164168375E0	-5.116420984E-1	5.827326179E-1	-1.277286530E0
3.174178375E0	-7.254233360E-1	6.029838324E-1	-1.444010854E0
3.184157375E0	-8.279156089E-1	8.931932449E-1	-1.612163663E0
3.194167375E0	-7.156847119E-1	1.361999035E0	-1.759022236E0
3.204177375E0	-4.499278069E-1	1.804765582E0	-1.872338057E0
3.214187375E0	-2.234540433E-1	2.038242579E0	-1.996477604E0
3.224166375E0	-1.732470691E-1	1.982140541E0	-2.187220097E0
3.234176375E0	-3.183249235E-1	1.479929328E0	-2.424932241E0
3.244185375E0	-5.540204048E-1	7.268492579E-1	-2.657241583E0
3.254165375E0	-7.394866943E-1	1.164724156E-1	-2.081887960E0
3.264174375E0	-8.361977935E-1	-1.147600114E-1	-1.192737341E0
3.274184375E0	-6.988580227E-1	-2.476594895E-1	-6.322751045E-1
3.284163375E0	-2.301524729E-1	-7.022050619E-1	-4.408367872E-1
3.294173375E0	-2.426203899E-2	-9.993643761E-1	-5.175398588E-1
3.304183375E0	-1.158425510E-1	-1.023766875E0	-5.522691011E-1
3.314162375E0	6.002761424E-2	-1.108002067E0	-3.423171341E-1
3.324172375E0	6.997902989E-1	-1.132039547E0	4.798164591E-2
3.334182375E0	7.416846156E-1	-5.133665800E-1	6.401363760E-2
3.344192375E0	1.904208958E-1	2.240291685E-1	-1.347284913E-1
3.354171375E0	-3.900329769E-1	5.043544769E-1	-4.696232975E-1
3.364181375E0	-7.627356648E-1	2.310225517E-1	-8.826265931E-1
3.374190375E0	-8.963879347E-1	-2.085994780E-1	-1.124463201E0
3.384170375E0	-8.551201224E-1	-4.506648481E-1	-1.098643541E0
3.394179375E0	-6.692768335E-1	-3.555216193E-1	-9.148166180E-1
3.404189375E0	-3.946903050E-1	-4.633554444E-2	-7.795498967E-1
3.414168375E0	-2.130990773E-1	1.442761421E-1	-8.409409523E-1
3.424178375E0	-1.584744453E-1	4.083240330E-1	-9.258592725E-1
3.434188375E0	-8.126650751E-2	6.145404577E-1	-9.524887204E-1
3.444167375E0	3.720607236E-2	7.753722072E-1	-8.788256645E-1
3.454177375E0	-4.767229408E-2	7.689569592E-1	-7.823292017E-1
3.464187375E0	-3.556292951E-1	6.125910878E-1	-7.663054466E-1
3.474196375E0	-5.981563926E-1	3.501558304E-1	-8.669040799E-1
3.484176375E0	-6.673564911E-1	1.943514124E-2	-1.145230055E0
3.494185375E0	-7.590137124E-1	-3.732777834E-1	-1.433853865E0
3.504195375E0	-9.317098856E-1	-8.038182855E-1	-1.555174947E0
3.514174375E0	-9.720222354E-1	-1.040323853E0	-1.371548295E0
3.524184375E0	-1.011846542E0	-1.524365425E0	-1.135645747E0
3.534194375E0	-8.711027503E-1	-1.595318675E0	-1.076242924E0
3.544173375E0	-5.502946377E-1	-1.271682501E0	-1.125928998E0
3.554183375E0	-3.116964996E-1	-7.687121034E-1	-1.089881778E0
3.564193375E0	-1.529228389E-1	-4.792671651E-2	-9.805223346E-1
3.574203375E0	-6.742064655E-2	6.610395908E-1	-8.447459936E-1
3.584182375E0	-8.831021935E-2	1.072029829E0	-6.413713098E-1
3.594192375E0	-2.783232033E-1	1.058403611E0	-5.014258623E-1
3.604201375E0	-5.394831896E-1	9.443622231E-1	-5.495539904E-1
3.614181375E0	-6.808755398E-1	8.663930297E-1	-7.121996880E-1
3.624190375E0	-6.574271917E-1	8.210063577E-1	-8.741843104E-1
3.634200375E0	-5.015925765E-1	9.245993495E-1	-9.415159822E-1
3.644179375E0	-2.990075052E-1	1.197427154E0	-9.039976597E-1
3.654189375E0	-1.323436648E-1	1.513016939E0	-7.540554404E-1
