"Time (s)";"X (m/s^2)";"Y (m/s^2)";"Z (m/s^2)"
1.374642500E0;-1.340444952E-2;3.196672797E-2;2.644578695E-2
1.384652500E0;-1.168039799E-2;3.367060661E-2;2.555759490E-2
1.394662500E0;7.353750765E-3;3.328878343E-2;2.717727363E-2
1.404641500E0;2.866305113E-3;3.241520941E-2;2.989564419E-2
1.414651500E0;8.812046349E-3;3.452196121E-2;1.801059365E-2
1.424660500E0;5.888146162E-4;3.694329321E-2;1.548050344E-2
1.434670500E0;-2.185689211E-3;3.547915041E-2;2.459163487E-2
1.444680500E0;4.797932804E-3;3.444243908E-2;3.022718132E-2
1.454659500E0;-1.725805700E-3;3.266605496E-2;2.772398829E-2
1.464669500E0;5.097894967E-3;3.088148475E-2;3.065929055E-2
1.474679500E0;3.817062378E-3;3.329229176E-2;3.343379438E-2
1.484689500E0;6.464389265E-3;2.600607634E-2;2.886185646E-2
1.494698500E0;1.624356508E-3;2.769767582E-2;2.312222958E-2
1.504708500E0;-6.788617373E-4;3.279469371E-2;3.237427890E-2
1.514687500E0;-5.098772049E-3;3.569608212E-2;3.224447072E-2
1.524697500E0;-4.900551438E-3;2.708664179E-2;2.904955208E-2
1.534707500E0;-4.360561073E-3;2.293921173E-2;2.823561966E-2
1.544717500E0;-1.313869357E-2;3.153227985E-2;2.360345542E-2
1.554726500E0;-9.121948779E-3;3.118144691E-2;1.638623714E-2
1.564706500E0;-1.019608229E-2;3.153227985E-2;1.568515599E-2
1.574715500E0;-1.017620176E-2;3.559960306E-2;1.944257677E-2
1.584725500E0;-6.667872369E-3;3.849222064E-2;2.592947781E-2
1.594735500E0;1.848304868E-3;3.867816210E-2;2.934074342E-2
1.604745500E0;1.352460980E-3;2.929513514E-2;3.538384080E-2
1.614754500E0;-4.435113072E-3;2.543714225E-2;2.503134549E-2
1.624734500E0;1.364447773E-3;3.609720111E-2;2.861101091E-2
1.634743500E0;3.285550475E-3;3.971194983E-2;2.056290329E-2
1.644753500E0;5.386455059E-3;3.433718920E-2;1.674642563E-2
1.654763500E0;9.967748523E-3;2.955942929E-2;1.728320003E-2
1.664773500E0;9.897874296E-3;3.333790004E-2;3.267131746E-2
1.674752500E0;6.793879867E-3;3.802444339E-2;3.110777199E-2
1.684762500E0;5.000246465E-3;3.433894336E-2;1.991795540E-2
1.694772500E0;-5.005508959E-3;3.260582864E-2;1.601786256E-2
1.704781500E0;-5.787281692E-3;3.400974512E-2;2.188671291E-2
1.714791500E0;2.017289400E-4;2.729948044E-2;2.072077811E-2
1.724801500E0;1.858537495E-3;3.033360064E-2;2.576575577E-2
1.734780500E0;-6.793295145E-3;3.813787937E-2;2.357246518E-2
1.744790500E0;-2.740589976E-3;3.801742673E-2;2.402211607E-2
1.754800500E0;-4.669878781E-3;2.292108536E-2;2.197149754E-2
1.764809500E0;-6.543326676E-3;2.997575104E-2;2.277841330E-2
1.774819500E0;-7.633540034E-4;3.460557640E-2;2.132245660E-2
1.784798500E0;6.476668417E-3;2.459163487E-2;2.139203846E-2
1.794808500E0;-2.321636975E-3;3.167612135E-2;3.057801425E-2
1.804818500E0;1.693061292E-3;3.126740098E-2;1.855263054E-2
1.814828500E0;1.025309265E-2;3.132879674E-2;3.007398427E-2
1.824837500E0;9.304674268E-3;3.602001786E-2;3.207197785E-2
1.834847500E0;5.360434949E-3;3.381737173E-2;2.407591045E-2
1.844826500E0;9.027516246E-3;3.311629057E-2;2.249482334E-2
1.854836500E0;9.881794453E-3;3.451845288E-2;2.732930124E-2
1.864846500E0;-1.087289751E-3;2.990909278E-2;3.286953807E-2
1.874856500E0;-3.939269185E-3;2.878584266E-2;2.187969625E-2
1.884866500E0;-9.551426768E-3;4.051945031E-2;1.725981116E-2
1.894845500E0;-4.099190533E-3;3.396121323E-2;1.803222835E-2
1.904855500E0;2.210247517E-3;3.085868061E-2;2.276964247E-2
1.914864500E0;-4.033701718E-3;2.729246378E-2;2.174053252E-2
1.924874500E0;-2.669253945E-3;3.541424632E-2;1.691307127E-2
1.934884500E0;2.248546779E-3;4.037560880E-2;2.249014556E-2
1.944894500E0;-1.802111864E-3;3.680471420E-2;2.672879219E-2
1.954873500E0;2.483020127E-3;2.711529315E-2;2.457818627E-2
1.964883500E0;2.341809869E-3;2.503602326E-2;1.864501655E-2
1.974892500E0;9.870100021E-4;3.855069280E-2;1.349829733E-2
1.984902500E0;-2.477465272E-3;4.173567116E-2;1.793984234E-2
1.994912500E0;1.861461103E-3;3.132119536E-2;2.616278172E-2
2.004922500E0;1.995069981E-3;4.033350885E-2;2.211709321E-2
2.014901500E0;2.031322718E-3;4.053874612E-2;2.304563105E-2
2.024911500E0;-2.824205160E-4;3.447050571E-2;1.927359223E-2
2.034920500E0;4.380733967E-3;3.603112757E-2;1.178447843E-2
2.044930500E0;5.712729692E-4;3.619075656E-2;1.293637991E-2
2.054940500E0;-2.884139121E-3;4.250341058E-2;7.881461978E-3
2.064919500E0;-6.069702208E-3;2.948750854E-2;1.682419360E-2
2.074929500E0;4.671925306E-4;3.745141625E-2;1.742177904E-2
2.084939500E0;-9.210534096E-3;3.822266400E-2;1.386608720E-2
2.094949500E0;-4.157662690E-3;3.424129486E-2;1.552143395E-2
2.104958500E0;-4.574569166E-3;2.994709969E-2;1.454085588E-2
2.114968500E0;-1.738377213E-3;3.353729010E-2;2.218784451E-2
2.124947500E0;2.301464081E-3;3.849923730E-2;1.623771787E-2
2.134957500E0;-4.681280851E-3;2.875602186E-2;1.644353986E-2
2.144967500E0;6.284002662E-3;3.075693905E-2;1.107871950E-2
2.154977500E0;6.781893075E-3;3.021957994E-2;1.256800532E-2
2.164986500E0;-1.892451346E-3;4.401257694E-2;8.562077880E-3
2.174966500E0;2.458461821E-3;4.135384798E-2;1.900345087E-2
2.184975500E0;1.187861860E-3;3.539553523E-2;1.258086920E-2
2.194985500E0;1.789247990E-3;3.798585176E-2;7.415438890E-3
2.204995500E0;-2.276028693E-3;4.097144008E-2;2.332454324E-2
2.215005500E0;-2.064651847E-3;3.171354353E-2;2.155809939E-2
2.225014500E0;-6.510874629E-4;3.067741692E-2;1.941041708E-2
2.234994500E0;-4.053582251E-3;3.950905144E-2;2.375489831E-2
2.245003500E0;1.664702296E-3;4.052412808E-2;2.151833832E-2
2.255013500E0;1.039927304E-3;3.620771348E-2;2.080263913E-2
2.265023500E0;-5.004631877E-3;4.055862665E-2;1.911747158E-2
2.275033500E0;-1.023847461E-3;3.919447124E-2;8.878996968E-3
2.285012500E0;3.622642457E-3;4.071123898E-2;1.341292799E-2
2.295022500E0;3.692224324E-3;3.326714873E-2;2.040912151E-2
2.305032500E0;-5.738749802E-3;4.020896316E-2;1.623888731E-2
2.315041500E0;-4.779221714E-3;3.996338010E-2;1.792288542E-2
2.325051500E0;3.518269658E-3;3.401266873E-2;1.967880428E-2
2.335061500E0;1.978697777E-3;3.703918755E-2;2.086637378E-2
2.345057125E0;-6.494794786E-3;3.991660237E-2;1.815151155E-2
2.355067125E0;-2.037462294E-3;3.003656209E-2;1.260776639E-2
2.365077125E0;4.405876994E-3;3.620245099E-2;2.738251090E-3
2.375086125E0;1.328195035E-3;3.758882582E-2;7.180380821E-3
2.385096125E0;2.350580692E-4;3.702983201E-2;1.536706746E-2
2.395075125E0;6.619925201E-3;3.824312925E-2;1.498465955E-2
2.405085125E0;9.132766128E-3;3.031079650E-2;1.363804579E-2
2.415095125E0;9.671294689E-3;2.852271795E-2;1.375089705E-2
2.425105125E0;1.069572687E-2;3.735669136E-2;1.927885473E-2
2.435114125E0;7.572144270E-4;4.725661218E-2;1.184996724E-2
2.445124125E0;1.019169688E-3;3.660123110E-2;1.198796153E-2
2.455103125E0;1.414733827E-3;3.223686934E-2;2.048805892E-2
2.465113125E0;-5.264832973E-3;3.768881321E-2;1.898766339E-2
2.475123125E0;-3.390507996E-3;3.548207402E-2;2.030504107E-2
2.485133125E0;1.252473593E-3;4.240166903E-2;1.295099795E-2
2.495143125E0;-7.025429606E-4;3.988034964E-2;1.418592989E-2
2.505122125E0;4.972764552E-3;3.650182843E-2;1.283113003E-2
2.515132125E0;1.591904461E-3;4.572756529E-2;4.583047628E-3
2.525141125E0;1.133482754E-3;3.647843957E-2;4.573107362E-3
2.535151125E0;-4.686543345E-3;3.353319705E-2;1.406781614E-2
2.545161125E0;8.129091561E-3;3.999963284E-2;1.631665528E-2
2.555171125E0;2.239483595E-4;4.092641652E-2;2.351633191E-2
2.565150125E0;7.378309071E-3;3.452839315E-2;1.539805770E-2
2.575160125E0;7.119862139E-3;3.591242909E-2;1.956302941E-2
2.585169125E0;4.954930544E-3;3.234270394E-2;1.959928215E-2
2.595179125E0;4.795009196E-3;3.201292098E-2;8.221769929E-3
2.605189125E0;4.530130327E-3;4.381026328E-2;2.347890973E-2
2.615168125E0;-2.143589258E-3;4.666253507E-2;2.223637640E-2
2.625178125E0;-2.676855326E-3;4.161171019E-2;1.517060101E-2
2.635188125E0;-5.958897471E-3;3.612292886E-2;1.627864838E-2
2.645197125E0;-9.235092402E-3;4.708704293E-2;1.894790232E-2
2.655207125E0;1.930165887E-3;4.308637798E-2;1.441046298E-2
2.665217125E0;-1.796264648E-3;3.533413947E-2;1.470691681E-2
2.675196125E0;-4.114978015E-3;2.905130625E-2;1.260016501E-2
2.685206125E0;-2.737958729E-3;3.299583793E-2;8.298953176E-3
2.695216125E0;-6.675766110E-3;3.947455287E-2;8.993017673E-3
2.705226125E0;-2.324268222E-3;3.169717133E-2;4.761387706E-3
2.715235125E0;3.920265734E-3;4.354304552E-2;8.239311576E-3
2.725215125E0;2.721001804E-3;4.071240842E-2;1.430521309E-2
2.735224125E0;-1.812929213E-3;3.923598647E-2;1.331060171E-2
2.745234125E0;-8.665281236E-3;3.011316061E-2;1.191837966E-2
2.755244125E0;-2.939395308E-3;3.882141888E-2;1.658504248E-2
2.765254125E0;3.351331651E-3;3.164863944E-2;1.951332808E-2
2.775263125E0;-1.893036067E-3;3.882492721E-2;2.149787307E-2
2.785243125E0;7.482974231E-3;3.834253192E-2;1.836727381E-2
2.795252125E0;-2.026060224E-4;3.999027729E-2;1.357665002E-2
2.805262125E0;-9.245325029E-3;3.807122111E-2;8.506529331E-3
2.815272125E0;-7.023675442E-3;3.314611137E-2;9.042719007E-3
2.825282125E0;-4.521944225E-3;2.943195999E-2;1.716157794E-3
2.835261125E0;-6.644483507E-3;3.948800147E-2;1.056065619E-2
2.845271125E0;-3.341976106E-3;4.402485609E-2;2.036234379E-2
2.855280125E0;3.672343791E-3;4.078140557E-2;1.293053269E-2
2.865290125E0;-3.700118065E-3;3.914593935E-2;1.632659554E-2
2.875300125E0;-1.515598297E-3;3.018332720E-2;7.703706622E-3
2.885310125E0;3.795720041E-3;4.052295864E-2;1.213472664E-2
2.895289125E0;7.014027536E-3;5.040533781E-2;1.001394153E-2
2.905299125E0;1.096060574E-3;3.915412545E-2;9.085988402E-3
2.915309125E0;1.163595915E-3;3.241520941E-2;2.631247044E-4
2.925318125E0;1.908238828E-3;3.305489480E-2;7.254640460E-3
2.935328125E0;-5.106958151E-3;3.546570182E-2;1.960045159E-2
2.945338125E0;3.350454569E-4;3.355600119E-2;1.044020355E-2
2.955317125E0;-5.850431621E-3;3.477456093E-2;4.798225164E-3
2.965327125E0;-9.733859897E-3;3.495465517E-2;5.400488377E-3
2.975337125E0;4.128426611E-3;3.196614325E-2;1.166519523E-2
2.985346125E0;5.320966244E-5;3.168606162E-2;1.083079755E-2
2.995356125E0;-2.606688738E-3;3.148316324E-2;6.747686863E-3
3.005335125E0;8.797135949E-4;3.597324014E-2;1.125296652E-2
3.015345125E0;-1.271857113E-2;4.469962478E-2;1.478176117E-2
3.025355125E0;-3.335836530E-3;3.650007427E-2;1.356846392E-2
3.035365125E0;2.774796188E-3;4.484638989E-2;1.417949796E-2
3.045374125E0;4.375471473E-3;4.245137036E-2;1.761298299E-2
3.055384125E0;3.747772872E-3;3.497745931E-2;2.968631387E-2
3.065364125E0;8.943316340E-4;3.397115350E-2;1.795796871E-2
3.075373125E0;1.579625309E-3;3.830160141E-2;1.381170809E-2
3.085383125E0;-1.647745371E-3;3.907343388E-2;6.218513846E-3
3.095393125E0;4.808165431E-3;3.624338150E-2;9.739122391E-3
3.105403125E0;6.527246833E-3;2.878233433E-2;1.007592201E-2
3.115382125E0;2.509624958E-3;4.482592463E-2;1.668210626E-2
3.125392125E0;4.302381277E-3;3.901496172E-2;1.176810622E-2
3.135401125E0;2.918345332E-3;4.728584826E-2;1.472913623E-2
3.145411125E0;9.042719007E-4;3.218073606E-2;1.526532590E-2
