"Time (s)";"X (hPa)"
4.252340225E2;9.895497894E2
4.261912535E2;9.895497894E2
4.271484735E2;9.895497131E2
4.281056955E2;9.895343018E2
4.290628945E2;9.894984436E2
4.300202115E2;9.894900513E2
4.309773955E2;9.894622040E2
4.319346835E2;9.894313049E2
4.328920415E2;9.894037628E2
4.338494515E2;9.893786621E2
4.348068475E2;9.893750763E2
4.357643465E2;9.893750763E2
4.367218275E2;9.893916321E2
4.376792025E2;9.894160461E2
4.386364305E2;9.894577789E2
4.395936905E2;9.894958496E2
4.405510035E2;9.895294952E2
4.415083205E2;9.895584869E2
4.424657235E2;9.895825958E2
4.434230515E2;9.895825958E2
4.443802865E2;9.895815277E2
4.453377855E2;9.895712280E2
4.462955725E2;9.895443726E2
4.472534155E2;9.895053101E2
4.482112165E2;9.894718170E2
4.491690815E2;9.894284058E2
4.501269855E2;9.893987274E2
4.510848575E2;9.893755341E2
4.520426775E2;9.893659973E2
4.530005625E2;9.893659973E2
4.539583725E2;9.893772125E2
4.549161205E2;9.894042969E2
4.558739225E2;9.894413757E2
4.568318355E2;9.894734955E2
4.577898135E2;9.895039368E2
4.587478695E2;9.895350647E2
4.597057395E2;9.895659637E2
4.606636305E2;9.895808411E2
4.616215505E2;9.895808411E2
4.625795655E2;9.895767975E2
4.635375235E2;9.895588684E2
4.644953955E2;9.895264435E2
4.654531935E2;9.895152283E2
4.664110875E2;9.894831848E2
4.673692515E2;9.894525909E2
4.683275765E2;9.894298553E2
4.692858065E2;9.894042969E2
4.702442345E2;9.894042969E2
4.712027225E2;9.894056702E2
4.721611485E2;9.894195557E2
4.731195335E2;9.894421387E2
4.740779925E2;9.894724274E2
4.750363965E2;9.895075226E2
4.759949165E2;9.895417023E2
4.769534845E2;9.895796204E2
4.779121715E2;9.895990753E2
4.788709545E2;9.896097565E2
4.798297035E2;9.896097565E2
4.807885475E2;9.896092987E2
4.817473225E2;9.895843506E2
4.827061685E2;9.895512390E2
4.836650295E2;9.895153809E2
4.846239985E2;9.894667816E2
4.855829535E2;9.894271088E2
4.865418835E2;9.893934631E2
4.875008505E2;9.893666077E2
4.884598515E2;9.893666077E2
4.894190025E2;9.893687439E2
4.903781285E2;9.893826294E2
4.913372775E2;9.894203949E2
4.922966355E2;9.894619751E2
4.932559615E2;9.895005035E2
4.942153075E2;9.895281219E2
4.951746005E2;9.895597076E2
4.961339575E2;9.895835114E2
4.970933865E2;9.895835114E2
4.980527675E2;9.895739746E2
4.990122465E2;9.895590973E2
4.999717795E2;9.895314026E2
5.009313885E2;9.894921112E2
5.018909645E2;9.894676971E2
5.028505415E2;9.894525146E2
5.038102225E2;9.894123840E2
5.047699245E2;9.893946838E2
5.057296255E2;9.893809509E2
5.066893505E2;9.893809509E2
5.076491025E2;9.893850708E2
5.086089455E2;9.894223785E2
5.095687405E2;9.894543457E2
5.105286815E2;9.894895935E2
5.114885685E2;9.895153046E2
5.124485515E2;9.895515442E2
5.134084705E2;9.895811462E2
5.143684315E2;9.896003723E2
5.153284415E2;9.896003723E2
5.162884235E2;9.895989990E2
5.172483935E2;9.895793152E2
5.182084145E2;9.895463562E2
5.191684505E2;9.895320129E2
5.201285795E2;9.895053864E2
5.210886325E2;9.894668579E2
5.220487515E2;9.894409943E2
5.230089325E2;9.894191742E2
5.239691115E2;9.894191742E2
5.249292985E2;9.894195557E2
5.258896055E2;9.894394684E2
5.268499195E2;9.894643402E2
5.278102335E2;9.894936371E2
5.287705965E2;9.895285797E2
5.297309575E2;9.895672607E2
5.306914445E2;9.895988464E2
5.316518685E2;9.896181488E2
5.326126045E2;9.896181488E2
5.335730975E2;9.896153259E2
5.345336925E2;9.896026611E2
5.354943945E2;9.895809937E2
5.364551955E2;9.895380402E2
5.374160465E2;9.895014954E2
5.383768995E2;9.894632721E2
5.393378565E2;9.894275665E2
5.402988695E2;9.894075775E2
5.412598575E2;9.894075775E2
5.422208895E2;9.894100189E2
5.431819595E2;9.894267273E2
5.441431345E2;9.894499969E2
5.451041025E2;9.894861603E2
5.460652385E2;9.895246124E2
5.470264435E2;9.895610046E2
5.479876325E2;9.895893860E2
5.489488265E2;9.896091461E2
5.499101065E2;9.896091461E2
5.508714535E2;9.896087646E2
5.518328395E2;9.895987701E2
5.527942755E2;9.895763397E2
5.537556435E2;9.895443726E2
5.547170805E2;9.895203400E2
5.556786815E2;9.894812775E2
5.566402675E2;9.894556427E2
5.576018115E2;9.894360352E2
5.585634715E2;9.894281006E2
5.595251535E2;9.894281006E2
5.604870235E2;9.894428253E2
5.614489775E2;9.894676208E2
5.624109375E2;9.895070648E2
5.633730105E2;9.895439148E2
5.643350225E2;9.895772552E2
5.652972205E2;9.896094513E2
5.662594815E2;9.896253967E2
5.672217405E2;9.896447754E2
5.681838115E2;9.896447754E2
5.691459745E2;9.896225739E2
5.701080105E2;9.895909119E2
5.710701785E2;9.895553589E2
5.720326195E2;9.895153809E2
5.729951265E2;9.894958496E2
5.739576025E2;9.894632721E2
5.749198425E2;9.894389343E2
5.758822005E2;9.894221497E2
5.768446215E2;9.894193268E2
5.778070895E2;9.894193268E2
5.787695405E2;9.894509888E2
5.797319615E2;9.894748688E2
5.806944705E2;9.895072937E2
5.816569575E2;9.895307159E2
5.826193705E2;9.895613861E2
5.835818565E2;9.895902252E2
5.845443675E2;9.896173096E2
5.855069415E2;9.896173096E2
5.864695015E2;9.896101379E2
5.874321025E2;9.895911407E2
5.883947555E2;9.895598602E2
5.893574375E2;9.895289612E2
5.903201855E2;9.895152283E2
5.912830285E2;9.894782257E2
5.922458695E2;9.894528961E2
5.932086855E2;9.894259644E2
5.941715135E2;9.894133759E2
5.951343735E2;9.894133759E2
5.960972685E2;9.894346619E2
5.970601325E2;9.894585419E2
5.980231145E2;9.894889069E2
5.989860725E2;9.895163727E2
5.999491245E2;9.895490265E2
6.009122095E2;9.895800781E2
6.018752905E2;9.896076202E2
6.028384295E2;9.896081543E2
6.038015985E2;9.896081543E2
6.047648995E2;9.895968628E2
6.057280775E2;9.895686340E2
6.066913485E2;9.895517731E2
6.076548165E2;9.895346832E2
6.086183565E2;9.895012665E2
6.095819255E2;9.894763947E2
6.105455075E2;9.894522858E2
6.115088115E2;9.894283295E2
6.124721065E2;9.894218445E2
6.134355285E2;9.894170380E2
6.143990515E2;9.894028473E2
