"Time (s)";"Acceleration x (m/s^2)";"Acceleration y (m/s^2)";"Acceleration z (m/s^2)"
1.481592088E0;2.948459387E0;1.580173135E0;1.023760605E1
1.491602169E0;2.363077164E0;1.885433793E0;9.227252960E0
1.501603209E0;2.404975653E0;1.567005038E0;8.305485725E0
1.511606729E0;2.661155224E0;1.210268974E0;7.890091896E0
1.521610989E0;2.416946650E0;6.859387755E-1;7.972691536E0
1.541595184E0;2.598906040E0;7.553706169E-1;1.005684471E1
1.551718717E0;2.716221809E0;1.060631394E0;1.043153667E1
1.571585366E0;2.649184227E0;6.871358752E-1;1.021965027E1
1.581683308E0;2.627636433E0;8.822633028E-1;9.526528358E0
1.601696764E0;2.673126221E0;1.170764685E0;8.360552788E0
1.621670628E0;3.324349165E0;1.041477680E0;1.097142887E1
1.641668844E0;3.180696964E0;1.118092179E0;1.002931118E1
1.661605398E0;2.691082716E0;8.152256608E-1;9.306262016E0
1.681671537E0;3.047818661E0;1.133654475E0;9.526528358E0
1.693733393E0;3.244143248E0;1.271321058E0;1.011191082E1
1.711539250E0;3.456030130E0;1.477222443E0;1.102290440E1
1.721583250E0;3.649960518E0;1.517923832E0;1.097023201E1
1.731615250E0;3.634398222E0;1.562216640E0;1.049618053E1
1.751525250E0;2.821566820E0;1.134851575E0;9.594763756E0
1.762174250E0;2.577358246E0;9.421183467E-1;9.546878815E0
1.772532250E0;2.330755472E0;7.793126702E-1;9.765948296E0
1.791675250E0;1.869871497E0;4.129997790E-1;9.585186958E0
1.811576250E0;2.155978680E0;9.097966552E-1;1.029506683E1
1.831535250E0;2.790441990E0;1.375468850E0;9.968258858E0
1.841657250E0;2.748543501E0;1.308431268E0;9.676166534E0
1.861550250E0;2.511517525E0;1.265335560E0;8.906430244E0
1.871612250E0;2.396595955E0;1.238999367E0;8.669404030E0
1.891527250E0;2.088941097E0;8.786720037E-1;8.892065048E0
1.901585250E0;2.142810583E0;7.745242715E-1;9.562441826E0
1.921555250E0;2.436100245E0;9.145850539E-1;1.020408726E1
1.931706250E0;2.444479942E0;9.552865028E-1;9.996989250E0
1.951646250E0;2.430114746E0;1.084573388E0;9.560047150E0
1.971562250E0;2.142810583E0;9.445125461E-1;8.851364136E0
1.991629250E0;2.462436438E0;1.242590666E0;9.042900085E0
2.011830250E0;2.194285870E0;9.385270476E-1;9.188945770E0
2.031582250E0;2.135627985E0;9.014169574E-1;9.198522568E0
2.041614250E0;2.177526474E0;9.205705523E-1;9.372102737E0
2.061578250E0;2.266111851E0;1.004367590E0;9.655815125E0
2.081693250E0;2.409764051E0;1.212663174E0;9.683348656E0
2.101761250E0;2.377442360E0;1.344344258E0;9.277531624E0
2.121578250E0;2.213439465E0;1.417367458E0;8.772355080E0
2.141920250E0;2.003946781E0;1.169567585E0;8.898050308E0
2.161512250E0;2.024297476E0;1.237802267E0;9.021351814E0
2.171707250E0;2.305616140E0;1.346738458E0;9.579200745E0
2.191781250E0;2.036268473E0;9.900023937E-1;1.006402683E1
2.211743250E0;2.062604666E0;1.256955862E0;9.730035782E0
2.225720250E0;2.170343876E0;1.442506552E0;9.652224541E0
2.241542250E0;2.056619167E0;1.485602140E0;9.293093681E0
2.251590250E0;2.039859772E0;1.306037068E0;9.017760277E0
2.271581250E0;2.454056740E0;1.368286252E0;9.360131264E0
2.281616250E0;2.770091295E0;1.474828243E0;9.934740067E0
2.291657250E0;2.865859509E0;1.418564558E0;1.030943298E1
2.311591250E0;2.798821688E0;1.119289279E0;1.131379986E1
2.331632250E0;2.608482838E0;7.170634270E-1;1.223437023E1
2.341970250E0;2.489969730E0;6.416460276E-1;1.209909821E1
2.361598250E0;1.944091797E0;5.159504414E-1;1.118331623E1
2.371784250E0;1.667561531E0;4.465186298E-1;1.084573364E1
2.391637250E0;1.216254473E0;2.896983922E-1;1.019690514E1
2.411616250E0;6.703764796E-1;1.879448295E-1;9.077615738E0
2.431729250E0;9.840168953E-1;5.901707411E-1;8.838195801E0
2.451537250E0;1.370680451E0;7.996633649E-1;9.050082207E0
2.461550250E0;1.410184860E0;5.973533392E-1;9.168595314E0
2.481816250E0;1.389834046E0;2.609679997E-1;9.490615845E0
2.501548250E0;1.428141356E0;4.429273307E-2;9.823410034E0
2.521704250E0;1.618480325E0;-4.788403399E-3;1.039083576E1
2.541762250E0;1.945288897E0;1.424549967E-1;1.112226391E1
2.551766250E0;2.191891670E0;2.358288616E-1;1.144787502E1
2.571596250E0;2.357091665E0;4.141969085E-1;1.123718548E1
2.581617250E0;2.153584480E0;4.501099288E-1;1.058476543E1
2.591866250E0;2.013523579E0;5.925649405E-1;9.867702484E0
2.611553250E0;1.715445518E0;8.858546019E-1;7.777564049E0
2.621723250E0;1.547851443E0;8.690952063E-1;7.273584843E0
2.641615250E0;1.339555860E0;5.398924947E-1;7.637503624E0
2.662013250E0;1.283292055E0;3.064578176E-1;8.541314125E0
2.683032250E0;1.195903778E0;1.113303825E-1;8.791508675E0
2.701625250E0;1.534683347E0;4.285621047E-1;8.848969460E0
2.721705250E0;1.788468719E0;7.577648163E-1;8.719682693E0
2.741646250E0;1.844732404E0;9.062053561E-1;8.748413086E0
2.751973250E0;1.883039594E0;9.121908545E-1;8.568847656E0
2.771844250E0;1.725022316E0;5.590460896E-1;8.785523415E0
2.791630250E0;1.456871748E0;3.591302410E-2;9.159018517E0
2.811494250E0;2.324769735E0;6.919242740E-1;9.671378136E0
2.821567250E0;2.401384354E0;9.181763530E-1;9.345766068E0
2.831764250E0;2.299630642E0;9.074024558E-1;9.060855865E0
2.851526250E0;1.897404790E0;7.996633649E-1;8.392873764E0
2.861655250E0;1.719036818E0;6.895300746E-1;8.203732491E0
2.871693250E0;1.623268723E0;5.255272985E-1;8.331821442E0
2.891691250E0;1.849520802E0;6.117185354E-1;9.436745644E0
2.901705250E0;2.076969862E0;8.774749041E-1;9.558850288E0
2.911783250E0;2.145204782E0;1.085770488E0;9.510966301E0
2.921872250E0;2.127248287E0;1.138442874E0;9.354146004E0
2.941560250E0;1.903390408E0;1.171961784E0;9.319430351E0
2.951577250E0;1.915361404E0;1.119289279E0;9.338583946E0
2.961600250E0;2.084152699E0;1.201889277E0;9.312247276E0
2.971635250E0;2.242169857E0;1.405396342E0;9.358934402E0
2.991886250E0;2.166752577E0;1.116895080E0;9.780313492E0
3.011693250E0;2.037465572E0;7.793126702E-1;9.991003990E0
3.031805250E0;2.267308950E0;6.284779310E-1;1.050216579E1
3.051589250E0;2.519897223E0;6.967126727E-1;1.110909557E1
3.061685250E0;2.507926226E0;7.122750282E-1;1.088882923E1
3.071867250E0;2.324769735E0;7.146692276E-1;1.036569595E1
3.091541250E0;2.062604666E0;3.890577853E-1;8.895656586E0
3.101723250E0;2.002749681E0;1.687912196E-1;8.451532364E0
3.121620250E0;2.209848166E0;1.640028208E-1;8.816647530E0
3.141650250E0;2.752134800E0;2.729389966E-1;9.196128845E0
3.151693250E0;3.312378168E0;3.208230138E-1;1.015859795E1
3.171732250E0;3.469198227E0;-1.532289088E-1;1.133175659E1
3.191808250E0;2.104503393E0;-1.213860273E0;1.123359394E1
3.211558250E0;1.455674648E0;-1.568202138E0;1.064222622E1
3.231521250E0;1.338358760E0;-2.111685991E0;1.148977375E1
3.241576250E0;1.562216640E0;-2.120065689E0;1.196741676E1
3.261678250E0;2.134430885E0;-1.883039594E0;1.147900009E1
3.271778250E0;2.450465441E0;-1.547851443E0;1.071405220E1
3.291829250E0;3.147178173E0;-7.721300721E-1;9.441534042E0
3.311506250E0;3.209427357E0;-3.603273630E-1;8.655038834E0
3.321577250E0;3.150769472E0;-2.729389966E-1;8.531737328E0
3.331901250E0;2.962824583E0;-2.777273953E-1;8.556877136E0
3.351638250E0;2.468421936E0;-5.770025849E-1;8.747216225E0
3.371550250E0;2.017114878E0;-1.034295082E0;9.592369080E0
3.381605250E0;1.814804912E0;-1.176750183E0;9.810241699E0
3.401570250E0;1.833958507E0;-1.011550188E0;8.567650795E0
3.411611250E0;2.124854088E0;-6.907271743E-1;8.182184219E0
3.421691250E0;2.421735048E0;-4.572925270E-1;7.766790390E0
3.432033250E0;2.492363930E0;-4.070142806E-1;7.536946774E0
3.451748250E0;2.580949545E0;-5.662286878E-1;8.161833763E0
3.471854250E0;2.331952572E0;-1.018732786E0;8.149862289E0
3.491986250E0;2.225410461E0;-1.246181965E0;8.042123795E0
3.512131250E0;2.560598612E0;-1.069011092E0;8.392873764E0
3.531654250E0;3.284844637E0;-5.051765442E-1;8.965087891E0
3.551640250E0;3.299209833E0;-2.585737705E-1;8.161833763E0
3.561805250E0;3.094505787E0;-2.370259613E-1;7.711723804E0
3.581631250E0;2.446874142E0;-4.620809257E-1;7.113173485E0
3.591926250E0;1.434126854E0;-1.511938334E0;7.125144482E0
3.611554250E0;1.653196216E0;-1.622071624E0;7.613561630E0
3.621599250E0;2.146401882E0;-1.630451322E0;8.057685852E0
3.631946250E0;2.505532026E0;-1.669955730E0;8.457517624E0
3.651560250E0;3.343502760E0;-1.334767461E0;8.043320656E0
3.661750250E0;3.837905407E0;-1.106121182E0;7.514202118E0
3.681626250E0;5.512649536E0;-1.053448766E-1;7.400477409E0
3.691824250E0;6.952761650E0;3.830722570E-1;8.707711220E0
3.711607250E0;7.718906403E0;5.051765442E-1;9.604340553E0
3.732259250E0;7.020996571E0;-2.873042040E-2;9.095572472E0
3.751802250E0;6.036979675E0;-8.559271097E-1;8.582015991E0
3.771537250E0;7.146692276E0;-7.206547260E-1;9.191340446E0
3.791507250E0;7.572859764E0;-8.236053586E-1;8.633491516E0
3.801872250E0;7.665036678E0;-7.900865674E-1;8.450334549E0
3.821487250E0;7.742848396E0;-6.320692301E-1;6.988674641E0
3.831543250E0;8.201337814E0;-5.590460896E-1;6.800729752E0
3.853312250E0;9.162610054E0;-4.261679053E-1;7.650671482E0
3.871534250E0;9.561244011E0;-6.775590777E-1;8.898050308E0
3.891644250E0;8.613141060E0;-1.400607944E0;7.224503517E0
3.911498250E0;8.555679321E0;-1.823184609E0;5.584475517E0
3.931726250E0;8.416815758E0;-1.804031014E0;6.081272125E0
3.951647250E0;7.273584843E0;-2.833537817E0;7.438784599E0
3.971649250E0;4.999093056E0;-3.988739967E0;7.277175903E0
3.991518250E0;4.176684856E0;-3.421314240E0;7.098807812E0
4.011459250E0;3.694253206E0;-3.930082083E0;5.461174011E0
4.024028750E0;4.337096214E0;-3.618835926E0;6.276399612E0
4.034583000E0;4.255693436E0;-3.860650301E0;6.153098583E0
4.055438187E0;4.984727859E0;-3.154360771E0;6.279991150E0
4.066302718E0;5.521028996E0;-4.132391930E0;5.652710438E0
4.083154250E0;5.521028996E0;-4.132391930E0;5.652710438E0
4.094825250E0;6.933608055E0;-3.901351690E0;7.308300495E0
4.112722250E0;1.103966427E1;-2.267308950E0;6.710947514E0
4.131746250E0;1.220803452E1;-2.379836559E0;3.191470861E0
