"Time (s)";"Latitude (°)";"Longitude (°)";"Height (m)";"Velocity (m/s)";"Direction (°)";"Horizontal Accuracy (m)";"Vertical Accuracy (°)"
2.050827291E2;5.111944412E1;7.405890520E0;3.032774763E2;5.899737030E-2;3.507383008E2;6.000906205E0;6.000906205E0
2.060827559E2;5.111944683E1;7.405894424E0;3.032918830E2;2.230361253E-1;4.420343044E0;6.000906205E0;6.000906205E0
2.070827821E2;5.111945398E1;7.405896245E0;3.032436929E2;3.221606612E-1;4.672117819E1;6.000906205E0;6.000906205E0
2.080828087E2;5.111946112E1;7.405895592E0;3.030424109E2;4.407285154E-1;3.597128142E2;6.000906205E0;6.000906205E0
2.090828357E2;5.111946927E1;7.405890579E0;3.028096698E2;3.951047063E-1;6.291048615E0;6.000906205E0;6.000906205E0
2.100828614E2;5.111947535E1;7.405892423E0;3.025163792E2;5.455029756E-2;6.915865782E0;6.000906205E0;6.000906205E0
2.110828887E2;5.111947503E1;7.405892987E0;3.023216510E2;4.135719687E-2;1.641781450E1;6.000906205E0;6.000906205E0
2.120829145E2;5.111947536E1;7.405892454E0;3.023150871E2;3.708287142E-3;1.867734012E1;6.000906205E0;6.000906205E0
2.130829420E2;5.111947360E1;7.405891111E0;3.023014943E2;9.478551894E-2;1.710341113E2;6.000906205E0;6.000906205E0
2.140829685E2;5.111946987E1;7.405891584E0;3.023425697E2;9.478551894E-2;1.835454333E2;6.000906205E0;6.000906205E0
2.150829948E2;5.111946882E1;7.405897232E0;3.024586829E2;3.209942877E-1;1.963634171E2;6.000906205E0;6.000906205E0
2.160830212E2;5.111946644E1;7.405895511E0;3.025374481E2;1.634219587E-1;2.266073035E2;6.000906205E0;6.000906205E0
2.170830482E2;5.111946354E1;7.405895081E0;3.026036895E2;2.139715850E-1;2.157084662E2;6.000906205E0;6.000906205E0
2.180830739E2;5.111945547E1;7.405893678E0;3.026920794E2;1.983275712E-1;2.349067073E2;6.000906205E0;6.000906205E0
2.190831007E2;5.111945280E1;7.405888354E0;3.029269346E2;2.063037902E-1;2.705973417E2;6.000906205E0;6.000906205E0
2.200831271E2;5.111945383E1;7.405885421E0;3.029940084E2;1.248753145E-1;2.883542489E2;6.000906205E0;6.000906205E0
2.210831543E2;5.111945458E1;7.405886255E0;3.029514695E2;9.479367174E-3;1.054585989E2;6.000906205E0;6.000906205E0
2.220831801E2;5.111945388E1;7.405884111E0;3.029309559E2;1.281808913E-1;1.121639869E2;6.000906205E0;6.000906205E0
2.230832070E2;5.111945360E1;7.405886384E0;3.029353865E2;8.797195554E-2;8.746382349E1;6.000906205E0;6.000906205E0
2.240832335E2;5.111945372E1;7.405887835E0;3.029585438E2;4.154122435E-3;6.215856684E1;6.000906205E0;6.000906205E0
2.250832605E2;5.111945442E1;7.405887926E0;3.029669569E2;8.797195554E-2;3.232648962E1;6.000906205E0;6.000906205E0
2.260832872E2;5.111945543E1;7.405902664E0;3.029477482E2;3.864961267E-1;1.899590697E1;6.000906205E0;6.000906205E0
2.270833136E2;5.111945830E1;7.405899621E0;3.030119101E2;3.069870733E-2;1.608976564E1;6.000906205E0;6.000906205E0
2.280833398E2;5.111945841E1;7.405899139E0;3.029149449E2;5.979847163E-2;1.367130152E1;6.000906205E0;6.000906205E0
2.290833664E2;5.111945986E1;7.405899573E0;3.028989312E2;4.839248210E-2;2.942778808E1;6.000906205E0;6.000906205E0
2.300833926E2;5.111946103E1;7.405900533E0;3.028580263E2;8.773250878E-2;5.180251108E1;6.000906205E0;6.000906205E0
2.310834197E2;5.111946211E1;7.405901866E0;3.028258657E2;4.822836816E-2;5.547473838E1;6.000906205E0;6.000906205E0
2.320834457E2;5.111946280E1;7.405903522E0;3.027998805E2;1.402741205E-2;5.406689638E1;6.000906205E0;6.000906205E0
2.330834724E2;5.111946114E1;7.405904068E0;3.027879436E2;4.517306387E-2;5.668783804E1;6.000906205E0;6.000906205E0
2.340834998E2;5.111946098E1;7.405905998E0;3.028385779E2;3.838707134E-2;9.572758058E1;6.000906205E0;6.000906205E0
2.350835255E2;5.111946363E1;7.405909041E0;3.028608349E2;2.440285087E-1;3.535921178E2;6.000906205E0;6.000906205E0
2.360835527E2;5.111946481E1;7.405904150E0;3.028056571E2;2.524523437E-1;3.045782841E1;6.000906205E0;6.000906205E0
2.370835788E2;5.111946645E1;7.405900688E0;3.027339192E2;1.537903249E-1;2.810191346E1;6.000906205E0;6.000906205E0
2.380836052E2;5.111946778E1;7.405901600E0;3.026565977E2;1.256928146E-1;1.575891127E1;6.000906205E0;6.000906205E0
2.390836318E2;5.111946879E1;7.405900310E0;3.026158517E2;1.819453537E-1;3.467685129E2;6.000906205E0;6.000906205E0
2.400836588E2;5.111946796E1;7.405893205E0;3.025739566E2;1.779496521E-1;3.456842887E2;6.000906205E0;6.000906205E0
2.410836855E2;5.111946825E1;7.405886414E0;3.025479592E2;9.421044588E-2;3.587103337E2;6.000906205E0;6.000906205E0
2.420837117E2;5.111947103E1;7.405887705E0;3.024927899E2;2.207899243E-1;1.441875473E2;6.000906205E0;6.000906205E0
2.430837386E2;5.111946799E1;7.405897861E0;3.024147907E2;4.925555587E-1;1.427508854E2;8.001208274E0;8.001208274E0
2.440837655E2;5.111946076E1;7.405892424E0;3.025612663E2;4.925555587E-1;1.604470312E2;8.001208274E0;8.001208274E0
2.450837916E2;5.111945390E1;7.405896419E0;3.027515852E2;3.852512836E-1;1.735584399E2;8.001208274E0;8.001208274E0
2.460838177E2;5.111945234E1;7.405896573E0;3.029966608E2;3.710635900E-1;1.687772256E2;8.001208274E0;8.001208274E0
2.470838450E2;5.111944775E1;7.405893203E0;3.030676406E2;5.222538114E-1;1.683347932E2;6.000906205E0;6.000906205E0
2.480838709E2;5.111944514E1;7.405893051E0;3.031866343E2;1.979031861E-1;1.721986995E2;6.000906205E0;6.000906205E0
2.490838976E2;5.111943742E1;7.405898646E0;3.032736527E2;5.222538114E-1;1.709554412E2;6.000906205E0;6.000906205E0
2.500839243E2;5.111943243E1;7.405895270E0;3.034527250E2;1.853373051E-1;1.836305784E2;6.000906205E0;6.000906205E0
2.510839510E2;5.111942837E1;7.405893395E0;3.035294915E2;9.607254714E-2;2.012299542E2;6.000906205E0;6.000906205E0
2.520839775E2;5.111942652E1;7.405895263E0;3.035907814E2;2.219222039E-1;1.936423926E2;6.000906205E0;6.000906205E0
2.530840038E2;5.111942520E1;7.405889727E0;3.036390155E2;6.546739023E-3;2.027277463E2;6.000906205E0;6.000906205E0
2.540840300E2;5.111942907E1;7.405898999E0;3.036294743E2;6.993378699E-2;1.577250164E1;6.000906205E0;6.000906205E0
2.550840575E2;5.111943449E1;7.405901024E0;3.036257736E2;3.863132894E-1;8.704759347E0;6.000906205E0;6.000906205E0
2.560840832E2;5.111944096E1;7.405896857E0;3.035507514E2;5.949653983E-1;3.244534380E2;6.000906205E0;6.000906205E0
2.570841105E2;5.111944687E1;7.405892048E0;3.034113858E2;3.863132894E-1;3.391824677E2;6.000906205E0;6.000906205E0
2.580841367E2;5.111945040E1;7.405895124E0;3.032392186E2;1.793218851E-1;3.594234054E1;6.000906205E0;6.000906205E0
2.590841635E2;5.111945154E1;7.405899583E0;3.031389728E2;2.860127985E-1;7.808873316E1;6.000906205E0;6.000906205E0
2.600841902E2;5.111945190E1;7.405911111E0;3.031244712E2;2.285386175E-1;1.351424508E2;6.000906205E0;6.000906205E0
2.610842162E2;5.111945249E1;7.405921752E0;3.031872636E2;2.319634557E-1;1.552198465E2;6.000906205E0;6.000906205E0
2.620842432E2;5.111945040E1;7.405931253E0;3.032453434E2;1.506507397E-1;1.442527347E2;6.000906205E0;6.000906205E0
2.630842692E2;5.111944931E1;7.405932470E0;3.033737863E2;2.462856472E-2;1.342665610E2;6.000906205E0;6.000906205E0
2.640842965E2;5.111944743E1;7.405932871E0;3.034262088E2;8.172994107E-2;1.496757000E2;6.000906205E0;6.000906205E0
2.650843226E2;5.111944099E1;7.405936059E0;3.034889370E2;8.172994107E-2;2.047543591E2;6.000906205E0;6.000906205E0
2.660843495E2;5.111943124E1;7.405927214E0;3.036588787E2;2.908079326E-1;2.137657555E2;6.000906205E0;6.000906205E0
2.670843757E2;5.111943028E1;7.405927404E0;3.037763977E2;7.323405147E-2;2.293142850E2;6.000906205E0;6.000906205E0
2.680844027E2;5.111943379E1;7.405934247E0;3.038049587E2;3.700122982E-2;2.298621481E2;6.000906205E0;6.000906205E0
2.690844290E2;5.111943371E1;7.405934056E0;3.037953728E2;4.880296066E-2;2.395439140E2;6.000906205E0;6.000906205E0
2.700844554E2;5.111943376E1;7.405933723E0;3.037944142E2;4.010413215E-2;2.503396563E2;6.000906205E0;6.000906205E0
2.710844818E2;5.111943986E1;7.405938957E0;3.037914070E2;2.230669409E-1;2.133918949E1;6.000906205E0;6.000906205E0
2.720845082E2;5.111944469E1;7.405943919E0;3.037261771E2;2.323118597E-1;1.594823899E1;6.000906205E0;6.000906205E0
2.730845348E2;5.111944842E1;7.405946124E0;3.036702980E2;2.323118597E-1;1.618155826E1;6.000906205E0;6.000906205E0
2.740845618E2;5.111945117E1;7.405947279E0;3.035702826E2;4.297317192E-2;3.737198110E1;6.000906205E0;6.000906205E0
2.750845878E2;5.111945086E1;7.405947066E0;3.034876889E2;1.378989518E-1;4.721521602E1;8.001208274E0;8.001208274E0
2.760846142E2;5.111945095E1;7.405952492E0;3.034869552E2;7.967168093E-2;7.162096749E1;8.001208274E0;8.001208274E0
2.770846417E2;5.111945610E1;7.405943330E0;3.035194562E2;6.200547214E-4;2.553571679E2;8.001208274E0;8.001208274E0
2.780846678E2;5.111946102E1;7.405945103E0;3.033132245E2;3.040255979E-3;7.318962971E1;8.001208274E0;8.001208274E0
2.790846949E2;5.111946164E1;7.405945231E0;3.031606556E2;9.446999989E-3;8.963552995E1;6.000906205E0;6.000906205E0
2.800847211E2;5.111946166E1;7.405945348E0;3.031279304E2;4.823451117E-2;1.026121654E2;6.000906205E0;6.000906205E0
2.810847477E2;5.111946238E1;7.405946759E0;3.031248502E2;3.168412670E-2;1.376191320E2;6.000906205E0;6.000906205E0
2.820847739E2;5.111946235E1;7.405948065E0;3.031127868E2;7.110811770E-2;1.942623279E2;6.000906205E0;6.000906205E0
2.830848010E2;5.111946145E1;7.405945327E0;3.031210012E2;3.197003528E-2;2.161623869E2;6.000906205E0;6.000906205E0
2.840848269E2;5.111946262E1;7.405940692E0;3.031303645E2;9.866270423E-2;2.432504937E1;6.000906205E0;6.000906205E0
2.850848536E2;5.111946599E1;7.405936601E0;3.030669759E2;1.581663191E-1;1.401288184E1;6.000906205E0;6.000906205E0
2.860848800E2;5.111946940E1;7.405935247E0;3.029358873E2;1.581663191E-1;3.149357606E2;6.000906205E0;6.000906205E0
2.870849066E2;5.111947260E1;7.405932097E0;3.028146729E2;5.115243793E-2;3.377847378E2;6.000906205E0;6.000906205E0
2.880849339E2;5.111947595E1;7.405937234E0;3.026888155E2;4.620325565E-1;3.567361631E2;6.000906205E0;6.000906205E0
2.890849597E2;5.111947869E1;7.405938907E0;3.026118225E2;8.288792334E-3;3.444571223E2;6.000906205E0;6.000906205E0
2.900849864E2;5.111947857E1;7.405940742E0;3.025349093E2;1.134087220E-1;2.358935177E0;6.000906205E0;6.000906205E0
2.910850136E2;5.111948088E1;7.405938957E0;3.025427911E2;1.969224811E-1;5.610287673E1;6.000906205E0;6.000906205E0
2.920850399E2;5.111948528E1;7.405939556E0;3.024645326E2;1.497573256E-1;5.609294563E1;6.000906205E0;6.000906205E0
2.930850664E2;5.111948985E1;7.405943996E0;3.023322317E2;4.891997576E-2;2.457149352E2;6.000906205E0;6.000906205E0
2.940850933E2;5.111948919E1;7.405949497E0;3.022146864E2;1.555465013E-1;2.030839953E2;6.000906205E0;6.000906205E0
2.950851192E2;5.111948427E1;7.405945447E0;3.022578086E2;8.657797426E-2;1.764800807E2;6.000906205E0;6.000906205E0
2.960851461E2;5.111948308E1;7.405947611E0;3.023792900E2;1.328157187E-1;1.627929690E2;6.000906205E0;6.000906205E0
2.970851725E2;5.111947572E1;7.405950148E0;3.024401900E2;1.868664175E-1;1.636696921E2;6.000906205E0;6.000906205E0
2.980851992E2;5.111947375E1;7.405950540E0;3.026772950E2;7.387354225E-2;1.985855918E2;6.000906205E0;6.000906205E0
2.990852255E2;5.111947065E1;7.405949983E0;3.027609908E2;9.578026086E-2;2.190841779E2;6.000906205E0;6.000906205E0
3.000852522E2;5.111946926E1;7.405948635E0;3.028560151E2;1.266287174E-2;2.877067197E2;6.000906205E0;6.000906205E0
3.010852789E2;5.111946965E1;7.405948156E0;3.028972955E2;9.578026086E-2;6.909766338E1;6.000906205E0;6.000906205E0
3.020853053E2;5.111947063E1;7.405950328E0;3.028869765E2;2.558614910E-1;3.526804515E2;6.000906205E0;6.000906205E0
3.030853319E2;5.111947293E1;7.405951725E0;3.028716349E2;5.192115903E-1;5.461433774E0;6.000906205E0;6.000906205E0
3.040853583E2;5.111947831E1;7.405955052E0;3.028121204E2;5.192115903E-1;9.561061871E0;6.000906205E0;6.000906205E0
3.050853854E2;5.111948246E1;7.405958618E0;3.026706800E2;1.548315436E-1;1.145666796E0;6.000906205E0;6.000906205E0
3.060854121E2;5.111948308E1;7.405959357E0;3.025586753E2;2.933683991E-1;1.752206826E1;6.000906205E0;6.000906205E0
3.070854386E2;5.111948567E1;7.405960542E0;3.025343187E2;1.492533982E-1;6.356402170E1;8.001208274E0;8.001208274E0
3.080854648E2;5.111948594E1;7.405961171E0;3.024639326E2;9.101234376E-2;6.663611784E1;8.001208274E0;8.001208274E0
3.090854909E2;5.111948650E1;7.405961777E0;3.024530213E2;2.260185033E-2;8.475649360E1;8.001208274E0;8.001208274E0
3.100855176E2;5.111948555E1;7.405958662E0;3.024397353E2;4.459944554E-3;8.851978440E1;8.001208274E0;8.001208274E0
3.110855441E2;5.111948511E1;7.405957183E0;3.024457676E2;8.781314641E-2;8.979127192E1;6.000906205E0;6.000906205E0
3.120855705E2;5.111948475E1;7.405958316E0;3.024496392E2;5.000529811E-2;1.017118576E2;6.000906205E0;6.000906205E0
3.130855974E2;5.111948418E1;7.405958213E0;3.024677419E2;1.333383191E-2;1.145911834E2;6.000906205E0;6.000906205E0
3.140856242E2;5.111948347E1;7.405956909E0;3.024856471E2;1.098313704E-1;2.382712038E2;6.000906205E0;6.000906205E0
3.150856504E2;5.111948135E1;7.405950042E0;3.024995500E2;4.753115475E-1;1.874568094E2;6.000906205E0;6.000906205E0
3.160856777E2;5.111947676E1;7.405941324E0;3.025184086E2;4.753115475E-1;2.377947025E2;6.000906205E0;6.000906205E0
3.170857042E2;5.111947614E1;7.405938414E0;3.025974734E2;5.822115764E-2;2.289409059E2;6.000906205E0;6.000906205E0
3.180857306E2;5.111947436E1;7.405938789E0;3.026046932E2;5.697159842E-2;2.248237498E2;6.000906205E0;6.000906205E0
3.190857573E2;5.111947352E1;7.405937684E0;3.026597426E2;1.683307141E-1;2.368216123E1;6.000906205E0;6.000906205E0
3.200857835E2;5.111947669E1;7.405947122E0;3.026827158E2;2.429590821E-1;4.268128436E0;6.000906205E0;6.000906205E0
3.210858102E2;5.111947863E1;7.405954699E0;3.026535922E2;3.213694692E-2;4.958201231E0;6.000906205E0;6.000906205E0
3.220858361E2;5.111948182E1;7.405953844E0;3.026433190E2;2.429590821E-1;2.016834514E2;6.000906205E0;6.000906205E0
3.230858631E2;5.111948013E1;7.405959531E0;3.025437718E2;5.161501095E-2;1.914971941E2;6.000906205E0;6.000906205E0
3.240858897E2;5.111947961E1;7.405957824E0;3.026198950E2;8.271342516E-2;1.855185383E2;6.000906205E0;6.000906205E0
3.250859168E2;5.111947857E1;7.405956294E0;3.026315997E2;1.041560024E-1;1.795173429E2;6.000906205E0;6.000906205E0
3.260859431E2;5.111947695E1;7.405955678E0;3.026531773E2;1.955004483E-1;1.716174641E2;6.000906205E0;6.000906205E0
3.270859694E2;5.111947464E1;7.405952315E0;3.026986486E2;2.975530028E-1;1.449296474E2;6.000906205E0;6.000906205E0
3.280859957E2;5.111947331E1;7.405955370E0;3.027488165E2;5.582024455E-1;1.403018527E2;6.000906205E0;6.000906205E0
3.290860226E2;5.111947081E1;7.405961620E0;3.028122806E2;2.975530028E-1;1.256237762E2;6.000906205E0;6.000906205E0
3.300860493E2;5.111946709E1;7.405962874E0;3.029318685E2;2.953420281E-1;1.529459672E2;6.000906205E0;6.000906205E0
3.310860757E2;5.111946539E1;7.405959814E0;3.030605296E2;5.854322314E-1;1.949355797E2;6.000906205E0;6.000906205E0
3.320861021E2;5.111945911E1;7.405953114E0;3.031031687E2;4.525174201E-2;2.061784399E2;6.000906205E0;6.000906205E0
3.330861290E2;5.111945911E1;7.405958719E0;3.032470688E2;1.908801645E-1;1.971280704E2;6.000906205E0;6.000906205E0
3.340861553E2;5.111945778E1;7.405961535E0;3.032978236E2;1.333686858E-1;2.027517476E2;6.000906205E0;6.000906205E0
3.350861822E2;5.111945743E1;7.405962866E0;3.033599730E2;1.205563620E-1;2.051798662E2;6.000906205E0;6.000906205E0
3.360862081E2;5.111945550E1;7.405962832E0;3.033850020E2;2.550316043E-2;2.263262958E2;6.000906205E0;6.000906205E0
3.370862349E2;5.111945554E1;7.405962195E0;3.034437275E2;9.102953970E-2;2.466343060E2;6.000906205E0;6.000906205E0
3.380862613E2;5.111945527E1;7.405959790E0;3.034441343E2;4.004097357E-2;2.657251765E2;6.000906205E0;6.000906205E0
3.390862882E2;5.111945528E1;7.405958804E0;3.034364022E2;1.047265530E-2;2.652979345E2;8.001208274E0;8.001208274E0
3.400863146E2;5.111945501E1;7.405956441E0;3.034290921E2;1.640313491E-2;2.813287710E2;8.001208274E0;8.001208274E0
3.410863415E2;5.111945473E1;7.405955169E0;3.034208629E2;2.982149646E-2;3.325761721E2;8.001208274E0;8.001208274E0
3.420863676E2;5.111945479E1;7.405953711E0;3.034199301E2;1.662081294E-2;3.214603944E2;8.001208274E0;8.001208274E0
3.430863947E2;5.111945917E1;7.405952836E0;3.034086583E2;9.621877968E-2;1.232946407E2;6.000906205E0;6.000906205E0
3.440864203E2;5.111946172E1;7.405958898E0;3.032740472E2;1.079529077E-1;1.148163132E2;6.000906205E0;6.000906205E0
3.450864469E2;5.111946609E1;7.405961276E0;3.032257320E2;5.864092708E-2;1.300448074E2;6.000906205E0;6.000906205E0
3.460864742E2;5.111946558E1;7.405962236E0;3.031088124E2;5.355197936E-2;1.752232712E2;6.000906205E0;6.000906205E0
3.470865009E2;5.111946544E1;7.405961878E0;3.031182966E2;1.638653576E-1;2.190346727E2;6.000906205E0;6.000906205E0
3.480865273E2;5.111945769E1;7.405950560E0;3.031210029E2;1.887231618E-1;2.939503322E2;6.000906205E0;6.000906205E0
3.490865533E2;5.111945542E1;7.405949788E0;3.032738461E2;2.368800044E-1;2.817713126E2;6.000906205E0;6.000906205E0
3.500865805E2;5.111946020E1;7.405950291E0;3.033502144E2;2.368800044E-1;3.289639856E2;6.000906205E0;6.000906205E0
3.510866071E2;5.111946196E1;7.405945139E0;3.032216483E2;5.096808076E-1;3.344051875E2;6.000906205E0;6.000906205E0
3.520866331E2;5.111946487E1;7.405942935E0;3.031241420E2;8.527535945E-2;3.160626872E2;6.000906205E0;6.000906205E0
3.530866597E2;5.111946602E1;7.405942866E0;3.030154045E2;2.244775146E-1;3.162774283E2;6.000906205E0;6.000906205E0
3.540866868E2;5.111946674E1;7.405938488E0;3.029703358E2;2.244775146E-1;3.349287898E2;6.000906205E0;6.000906205E0
3.550867122E2;5.111946908E1;7.405935718E0;3.029164729E2;1.173294559E-1;3.279668873E2;8.001208274E0;8.001208274E0
3.560867392E2;5.111946992E1;7.405927315E0;3.028249813E2;2.310623974E-1;3.359928240E2;8.001208274E0;8.001208274E0
3.570867665E2;5.111947765E1;7.405938574E0;3.027368953E2;2.441658266E-2;3.589342273E2;8.001208274E0;8.001208274E0
3.580867921E2;5.111947859E1;7.405937560E0;3.025755416E2;1.059538499E-1;2.210031742E2;8.001208274E0;8.001208274E0
3.590868187E2;5.111947758E1;7.405934770E0;3.025255683E2;1.551546454E-1;2.078251165E2;6.000906205E0;6.000906205E0
3.600868460E2;5.111947671E1;7.405927809E0;3.025318594E2;1.013889760E-1;1.947559867E2;6.000906205E0;6.000906205E0
3.610868720E2;5.111947786E1;7.405936886E0;3.025127955E2;1.551546454E-1;1.327597256E2;6.000906205E0;6.000906205E0
3.620868989E2;5.111947862E1;7.405934905E0;3.025362126E2;8.814632893E-2;1.285980367E2;6.000906205E0;6.000906205E0
3.630869248E2;5.111947822E1;7.405935845E0;3.025034256E2;2.054458670E-2;1.326517130E2;6.000906205E0;6.000906205E0
3.640869526E2;5.111947810E1;7.405936516E0;3.025179722E2;6.455756724E-2;1.563801044E2;6.000906205E0;6.000906205E0
3.650869783E2;5.111947780E1;7.405936037E0;3.025273645E2;1.076935977E-1;2.489055078E2;6.000906205E0;6.000906205E0
3.660870048E2;5.111947997E1;7.405934183E0;3.025339617E2;1.076935977E-1;5.694648364E1;6.000906205E0;6.000906205E0
3.670870315E2;5.111948260E1;7.405940423E0;3.024593101E2;4.712390006E-1;4.612949256E1;6.000906205E0;6.000906205E0
3.680870584E2;5.111948624E1;7.405950529E0;3.024156724E2;1.766206920E-1;3.226081053E1;6.000906205E0;6.000906205E0
3.690870844E2;5.111948779E1;7.405952115E0;3.023706318E2;8.121892065E-2;8.336012802E0;6.000906205E0;6.000906205E0
3.700871118E2;5.111948856E1;7.405952342E0;3.023309990E2;1.136314422E-1;3.523623286E2;6.000906205E0;6.000906205E0
3.710871378E2;5.111948702E1;7.405947272E0;3.023062715E2;2.880912423E-1;1.558379547E1;6.000906205E0;6.000906205E0
3.720871642E2;5.111948875E1;7.405946422E0;3.023158288E2;4.197003245E-1;3.598238253E1;6.000906205E0;6.000906205E0
3.730871904E2;5.111948758E1;7.405948337E0;3.022606993E2;4.197003245E-1;9.765463649E1;6.000906205E0;6.000906205E0
3.740872179E2;5.111948381E1;7.405944820E0;3.023018508E2;4.371043444E-1;1.217350900E2;6.000906205E0;6.000906205E0
3.750872442E2;5.111947821E1;7.405942916E0;3.023931425E2;3.104635477E-1;1.540762269E2;6.000906205E0;6.000906205E0
3.760872701E2;5.111947334E1;7.405936902E0;3.025529766E2;9.613372386E-2;1.507388872E2;6.000906205E0;6.000906205E0
3.770872966E2;5.111947255E1;7.405938836E0;3.026721216E2;9.086116403E-2;1.436641226E2;6.000906205E0;6.000906205E0
3.780883242E2;5.111946813E1;7.405939022E0;3.027195494E2;2.263057679E-1;1.441681496E2;6.000906205E0;6.000906205E0
3.790883502E2;5.111946523E1;7.405941372E0;3.028544527E2;2.243268676E-2;1.522237840E2;6.000906205E0;6.000906205E0
3.800883769E2;5.111946600E1;7.405942516E0;3.029676715E2;2.182841897E-1;2.619189307E2;6.000906205E0;6.000906205E0
3.810884032E2;5.111946644E1;7.405942695E0;3.029640794E2;2.078242600E-1;2.881586596E2;6.000906205E0;6.000906205E0
3.820884302E2;5.111946932E1;7.405944775E0;3.029520197E2;2.067606449E-1;3.535912982E2;6.000906205E0;6.000906205E0
3.830884569E2;5.111947293E1;7.405949190E0;3.028802815E2;5.193640590E-1;4.006810265E1;6.000906205E0;6.000906205E0
3.840884837E2;5.111948282E1;7.405963241E0;3.027963682E2;5.193640590E-1;3.514907554E1;6.000906205E0;6.000906205E0
3.850885098E2;5.111948481E1;7.405966294E0;3.025906899E2;1.648074090E-1;1.967338319E1;6.000906205E0;6.000906205E0
3.860885354E2;5.111948807E1;7.405965668E0;3.025319446E2;1.741829515E-1;1.205415605E1;6.000906205E0;6.000906205E0
3.870885626E2;5.111949049E1;7.405966020E0;3.024269459E2;1.078281626E-1;9.198314793E0;8.001208274E0;8.001208274E0
3.880885886E2;5.111949502E1;7.405977788E0;3.023479738E2;6.348260641E-1;2.534128931E1;8.001208274E0;8.001208274E0
3.890886159E2;5.111949702E1;7.405979531E0;3.022843484E2;5.561440587E-1;5.898397688E1;8.001208274E0;8.001208274E0
3.900886424E2;5.111950220E1;7.405976680E0;3.022309644E2;5.561440587E-1;7.096941525E1;8.001208274E0;8.001208274E0
3.910886687E2;5.111949516E1;7.405977646E0;3.020560245E2;1.364560425E-1;1.186411918E2;6.000906205E0;6.000906205E0
3.920886959E2;5.111949049E1;7.405979750E0;3.022502645E2;3.990068138E-1;1.634320834E2;6.000906205E0;6.000906205E0
3.930887220E2;5.111948604E1;7.405975544E0;3.024192949E2;3.990068138E-1;1.723974717E2;6.000906205E0;6.000906205E0
3.940887487E2;5.111947904E1;7.405970008E0;3.025389475E2;4.502136409E-1;1.775874319E2;6.000906205E0;6.000906205E0
3.950887750E2;5.111946779E1;7.405969887E0;3.027190311E2;3.975211978E-1;1.817633686E2;6.000906205E0;6.000906205E0
3.960888019E2;5.111946041E1;7.405964760E0;3.030644320E2;3.975211978E-1;1.932382503E2;6.000906205E0;6.000906205E0
3.970888280E2;5.111945459E1;7.405965341E0;3.032808508E2;3.786939979E-1;2.128213179E2;6.000906205E0;6.000906205E0
3.980888543E2;5.111945177E1;7.405963401E0;3.034759393E2;5.570276827E-2;2.319384983E2;6.000906205E0;6.000906205E0
3.990888820E2;5.111945360E1;7.405967089E0;3.035650740E2;1.164952815E-1;2.521732616E2;6.000906205E0;6.000906205E0
4.000889082E2;5.111945596E1;7.405969333E0;3.035445167E2;2.952694595E-1;4.038802530E1;6.000906205E0;6.000906205E0
4.010889345E2;5.111945758E1;7.405974749E0;3.034882159E2;2.952694595E-1;5.595154364E1;6.000906205E0;6.000906205E0
4.020889609E2;5.111946226E1;7.405981063E0;3.034703636E2;4.020288289E-1;3.751246102E1;6.000906205E0;6.000906205E0
4.030889876E2;5.111946791E1;7.405977124E0;3.033732170E2;3.256415427E-1;2.651759986E1;6.000906205E0;6.000906205E0
4.040890145E2;5.111946844E1;7.405989830E0;3.031731917E2;2.142667212E-2;2.118511066E1;6.000906205E0;6.000906205E0
4.050890406E2;5.111946849E1;7.405989945E0;3.032199036E2;1.169521138E-1;1.003354652E2;6.000906205E0;6.000906205E0
4.060890670E2;5.111946525E1;7.405984206E0;3.032240804E2;1.169521138E-1;9.862003592E1;6.000906205E0;6.000906205E0
4.070890943E2;5.111946623E1;7.405986137E0;3.032815446E2;5.197089911E-2;1.064039927E2;6.000906205E0;6.000906205E0
4.080891203E2;5.111946712E1;7.405987382E0;3.032712785E2;1.363304406E-1;1.109912161E2;6.000906205E0;6.000906205E0
4.090891470E2;5.111946657E1;7.405987274E0;3.032524815E2;7.135626674E-2;1.058059277E2;6.000906205E0;6.000906205E0
4.100891734E2;5.111946658E1;7.405988535E0;3.032660101E2;2.993637323E-2;1.052264476E2;6.000906205E0;6.000906205E0
4.110891995E2;5.111946659E1;7.405989064E0;3.032752731E2;3.649169579E-2;1.190176992E2;6.000906205E0;6.000906205E0
4.120892268E2;5.111946649E1;7.405989726E0;3.032793580E2;7.894074544E-3;1.718165368E2;6.000906205E0;6.000906205E0
4.130892532E2;5.111946600E1;7.405991182E0;3.032869351E2;1.774506420E-1;2.505136622E2;6.000906205E0;6.000906205E0
4.140892795E2;5.111946466E1;7.405988603E0;3.033112310E2;1.645036191E-1;2.818771259E2;6.000906205E0;6.000906205E0
4.150893067E2;5.111946927E1;7.405987510E0;3.033359628E2;5.347058773E-1;3.124514432E1;6.000906205E0;6.000906205E0
4.160893335E2;5.111947479E1;7.405988102E0;3.031969321E2;5.347058773E-1;3.011100848E1;6.000906205E0;6.000906205E0
4.170893602E2;5.111947731E1;7.405992371E0;3.030260344E2;2.067640424E-1;1.810425139E1;6.000906205E0;6.000906205E0
4.180893862E2;5.111947972E1;7.405991808E0;3.029632415E2;3.422507942E-1;3.577424686E2;6.000906205E0;6.000906205E0
