"Time (s)";"X (rad/s)";"Y (rad/s)";"Z (rad/s)"
3.210261417E0;2.658381462E-1;-1.527181625E0;8.476934433E-1
3.220271417E0;4.106238186E-1;-1.200150490E0;7.801657915E-1
3.230250417E0;1.069243923E-1;-6.564804912E-1;5.670663714E-1
3.240260417E0;1.260135230E-2;1.172953844E-1;3.928410709E-1
3.250269417E0;-6.497871131E-2;5.806124806E-1;1.545332521E-1
3.260249417E0;-1.937217712E-1;5.910531282E-1;-1.463403106E-1
3.270258417E0;-2.909788787E-1;6.470091343E-1;-2.455208004E-1
3.280268417E0;-3.339524567E-1;4.973274767E-1;-3.065665960E-1
3.290248417E0;-3.187469244E-1;1.987044215E-1;-4.380759299E-1
3.300257417E0;-3.227640390E-1;1.405441947E-2;-5.987612009E-1
3.310267417E0;-3.718757629E-1;-2.719867788E-2;-7.893377542E-1
3.320277417E0;-4.826413989E-1;5.083673075E-2;-9.279875159E-1
3.330256417E0;-6.545246243E-1;6.252631545E-2;-7.332182527E-1
3.340266417E0;-7.977310419E-1;1.448078752E-1;-3.313565552E-1
3.350276417E0;-9.401508570E-1;3.079872131E-1;1.448029373E-2
3.360255417E0;-9.267394543E-1;1.430517882E-1;3.236275017E-1
3.370265417E0;-7.999908328E-1;-3.877664506E-1;7.709227204E-1
3.380274417E0;-6.234895587E-1;-1.395972133E0;1.321480751E0
3.390284417E0;-3.843603730E-1;-2.630578756E0;1.949905753E0
3.400263417E0;-2.338964120E-2;-3.483445406E0;2.445844412E0
3.410273417E0;3.940349519E-1;-3.341874838E0;2.784014702E0
3.420283417E0;5.201324224E-1;-2.105585814E0;3.007377625E0
3.430262417E0;7.164480165E-3;-1.075099826E0;2.401058197E0
3.440272417E0;-1.856142879E-1;-5.007275194E-2;2.008996964E0
3.450282417E0;-2.335118502E-1;1.981821358E-1;2.086356163E0
3.460261417E0;-1.827485412E-1;1.474047154E-1;2.208161592E0
3.470271417E0;-1.037159264E-1;-2.909780443E-1;2.228998899E0
3.480280417E0;3.853921965E-2;-8.098098040E-1;2.162505388E0
3.490290417E0;1.650118232E-1;-1.121734858E0;2.088049889E0
3.500269417E0;1.286804527E-1;-9.615422487E-1;2.033410311E0
3.510279417E0;-7.906526327E-2;-5.501385331E-1;1.733941197E0
3.520289417E0;-2.997350395E-1;-3.163401186E-1;1.180651426E0
3.530268417E0;-4.253651500E-1;-2.016659975E-1;5.705198050E-1
3.540278417E0;-3.921049237E-1;-1.890471429E-1;1.383055896E-1
3.550288417E0;-2.676077187E-1;-1.161388531E-1;-7.023376226E-2
3.560267417E0;-1.314088851E-1;1.576804928E-2;-1.885947585E-1
3.570277417E0;-1.258276999E-1;1.611782461E-1;-3.942033052E-1
3.580287417E0;-4.169279635E-1;1.088015884E-1;-9.456273317E-1
3.590296417E0;-5.041505098E-1;-4.519754350E-1;-1.329345942E0
3.600276417E0;-4.854001701E-1;-1.154442430E0;-1.421805024E0
3.610285417E0;-3.818208873E-1;-1.534831882E0;-1.150866628E0
3.620295417E0;-2.548608184E-1;-1.420018435E0;-8.898060918E-1
3.630274417E0;-1.357074082E-2;-1.113686442E0;-4.218625128E-1
3.640284417E0;1.453874856E-1;-5.501274467E-1;3.446107358E-2
3.650294417E0;3.096206486E-1;-3.396217227E-1;3.495345116E-1
3.660304417E0;3.414057195E-1;-2.034119517E-1;4.073703587E-1
3.670283417E0;3.280577362E-1;-2.790124118E-1;-4.876609892E-2
3.680293417E0;2.836039662E-1;-4.013580382E-1;-3.460880518E-1
3.690302417E0;3.663291633E-1;-5.236698389E-1;-4.932840168E-1
3.700282417E0;5.092484951E-1;-6.025127172E-1;-6.279946566E-1
3.710291417E0;6.079549193E-1;-7.561035752E-1;-6.541332603E-1
3.720301417E0;6.149572134E-1;-9.411410689E-1;-5.521187186E-1
3.730280417E0;5.470873117E-1;-1.005347729E0;-4.201618731E-1
3.740290417E0;4.389744103E-1;-9.225847125E-1;-2.663755119E-1
3.750300417E0;3.949997127E-1;-8.081758618E-1;-1.158931181E-1
3.760310417E0;4.064971209E-1;-7.005902529E-1;4.017956927E-2
3.770289417E0;3.533134758E-1;-5.975512862E-1;2.055093199E-1
3.780299417E0;2.782661319E-1;-4.795548618E-1;2.823351026E-1
3.790309417E0;1.753229648E-1;-3.420785069E-1;3.174805641E-1
3.800288417E0;1.611408293E-1;-3.219093084E-1;3.530684114E-1
3.810298417E0;2.130212337E-1;-3.767504990E-1;4.195273519E-1
3.820307417E0;2.814130783E-1;-3.913464844E-1;5.432490706E-1
3.830317417E0;3.117630482E-1;-2.536314726E-1;7.008590698E-1
