"Time (s)"	"X (rad/s)"	"Y (rad/s)"	"Z (rad/s)"
2.935804000E0	3.677283823E-1	1.765722334E-1	4.475781322E-2
2.945813000E0	2.703619003E-1	1.765125841E-1	-3.647818416E-2
2.955823000E0	1.187608093E-1	5.886818469E-2	-9.526429325E-2
2.965802000E0	-9.190028161E-2	-1.548124105E-1	-1.659832001E-1
2.975812000E0	-2.509220839E-1	-2.232450545E-1	-3.265016377E-1
2.985822000E0	-3.547712564E-1	-2.436688393E-1	-4.371743500E-1
2.995832000E0	-3.116607964E-1	-3.829239309E-1	-4.682129622E-1
3.005841000E0	-1.817408800E-1	-4.793559313E-1	-3.730259836E-1
3.015821000E0	-9.307827055E-2	-4.827859402E-1	-2.191174030E-1
3.025830000E0	-3.215231933E-3	-3.539262414E-1	-1.461236179E-1
3.035840000E0	4.624064267E-2	-1.943192780E-1	-1.127846688E-1
3.045850000E0	-8.339511603E-2	-2.683772743E-1	-1.747343242E-1
3.055829000E0	-2.120207846E-1	-3.926088214E-1	-2.936063111E-1
3.065839000E0	-3.216404915E-1	-5.162774920E-1	-3.723778129E-1
3.075849000E0	-3.590847552E-1	-6.188926101E-1	-3.859525621E-1
3.085858000E0	-2.691900134E-1	-7.440678477E-1	-2.951145470E-1
3.095838000E0	-1.402853727E-1	-8.599918485E-1	-3.054556549E-1
3.105847000E0	4.941931739E-2	-8.057014346E-1	-2.865043283E-1
3.115857000E0	1.735166460E-1	-7.549368739E-1	-1.888920814E-1
3.125867000E0	2.353573740E-1	-7.243310213E-1	-1.161236018E-1
3.135877000E0	2.513472438E-1	-6.304019094E-1	-7.881879807E-2
3.145856000E0	1.836395562E-1	-4.979024529E-1	-5.385406315E-2
3.155866000E0	5.992630497E-2	-4.039669931E-1	-2.358007059E-2
3.165876000E0	-7.395319641E-2	-3.981967270E-1	1.093689259E-2
3.175885000E0	-1.196932420E-1	-4.765007794E-1	4.454670846E-2
3.185865000E0	-3.147523105E-2	-5.510988235E-1	1.052478701E-1
3.195874000E0	2.184726000E-1	-5.765560865E-1	2.686851621E-1
3.205884000E0	5.239422321E-1	-3.679555058E-1	4.306663573E-1
3.215894000E0	7.438784242E-1	-1.056209058E-1	5.593835115E-1
3.225873000E0	8.411580920E-1	1.380569935E-1	6.683976054E-1
3.235883000E0	8.493569493E-1	3.068035245E-1	7.911167741E-1
3.245893000E0	8.115222454E-1	3.767565191E-1	8.610529900E-1
3.255902000E0	7.767550945E-1	4.046163261E-1	8.706576228E-1
3.265912000E0	7.238945365E-1	2.120910883E-1	9.590543509E-1
3.275891000E0	8.552442193E-1	-1.317043006E-1	1.172312617E0
3.285901000E0	1.082578778E0	-3.774946332E-1	1.300792575E0
3.295911000E0	1.314033747E0	-3.771969378E-1	1.572307110E0
3.305921000E0	1.502607107E0	3.773039207E-3	1.697099447E0
3.315900000E0	1.501242399E0	3.367547691E-1	1.703059077E0
3.325910000E0	1.330973506E0	6.901935339E-1	1.479830265E0
3.335920000E0	1.030754685E0	7.550930381E-1	1.424165726E0
3.345929000E0	7.350838780E-1	5.075394511E-1	1.191331387E0
3.355909000E0	6.694197059E-1	9.365086257E-2	1.073100686E0
3.365918000E0	6.840460300E-1	-3.781289160E-1	1.195163012E0
